,address,공시가격,좌표,초등학교,중학교,고등학교,유치원,학원,병원,약국,보건소,헬스장,체육관,수영장,영화관,카페,공원,놀이터,도서관,백화점,대형마트,복합쇼핑센터,시장,사회복지관,경로당,어린이집
2207,서울특별시 강서구 등촌동,491202779.7,"37.551325,126.858411",8.0,5.0,6,8.0,188.0,106.0,36.0,0.0,3.0,0.0,1.0,2.0,145.0,4.0,12.0,5.0,1.0,1.0,0.0,0.0,4.0,40.0,8.0
2208,서울특별시 강서구 마곡동,663760569.3,"37.566092,126.830395",4.0,2.0,2,4.0,193.0,151.0,38.0,0.0,9.0,0.0,3.0,1.0,288.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0
2209,서울특별시 강서구 방화동,468884175.3,"37.569138,126.812192",5.0,3.0,2,9.0,109.0,83.0,28.0,0.0,2.0,0.0,0.0,1.0,111.0,4.0,21.0,5.0,0.0,0.0,1.0,1.0,3.0,47.0,8.0
2210,서울특별시 강서구 염창동,697390622.2,"37.551366,126.871300",3.0,2.0,0,1.0,134.0,44.0,14.0,1.0,1.0,0.0,1.0,0.0,56.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0
2211,서울특별시 강서구 외발산동,148711538.5,"37.546721,126.821871",0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2212,서울특별시 강서구 화곡동,332209719.0,"37.538358,126.847336",8.0,2.0,2,14.0,343.0,313.0,92.0,0.0,5.0,0.0,2.0,1.0,267.0,4.0,51.0,13.0,0.0,0.0,0.0,1.0,0.0,45.0,13.0
2213,서울특별시 관악구 남현동,429780800.0,"37.474116,126.976721",1.0,0.0,0,2.0,28.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0
2214,서울특별시 관악구 봉천동,539627609.1,"37.482717,126.949951",10.0,7.0,9,17.0,423.0,354.0,107.0,2.0,7.0,0.0,2.0,1.0,362.0,6.0,28.0,21.0,1.0,1.0,2.0,1.0,3.0,52.0,17.0
2215,서울특별시 관악구 신림동,443031953.8,"37.476412,126.925691",11.0,9.0,8,13.0,328.0,308.0,113.0,0.0,13.0,0.0,2.0,1.0,345.0,6.0,33.0,18.0,0.0,0.0,2.0,3.0,2.0,58.0,13.0
2216,서울특별시 광진구 광장동,717833468.7,"37.546992,127.103926",3.0,3.0,1,5.0,104.0,28.0,8.0,0.0,3.0,0.0,1.0,0.0,73.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,20.0,5.0
2217,서울특별시 광진구 구의동,468687751.8,"37.544655,127.089493",3.0,1.0,1,5.0,244.0,118.0,29.0,0.0,7.0,0.0,3.0,1.0,157.0,1.0,8.0,9.0,0.0,1.0,0.0,0.0,0.0,16.0,5.0
2218,서울특별시 광진구 군자동,607603403.4,"37.553878,127.073516",2.0,0.0,0,2.0,26.0,37.0,9.0,0.0,4.0,0.0,0.0,1.0,62.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
2219,서울특별시 광진구 능동,636689457.6,"37.553729,127.082381",1.0,0.0,1,2.0,14.0,16.0,4.0,0.0,0.0,0.0,2.0,0.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2220,서울특별시 광진구 자양동,538479276.9,"37.534692,127.074327",7.0,4.0,2,11.0,219.0,156.0,41.0,2.0,7.0,0.0,2.0,3.0,195.0,2.0,9.0,9.0,1.0,1.0,0.0,0.0,1.0,41.0,11.0
2221,서울특별시 광진구 중곡동,374122981.3,"37.561882,127.084745",4.0,2.0,3,3.0,141.0,134.0,42.0,1.0,4.0,0.0,0.0,0.0,116.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,1.0,12.0,3.0
2222,서울특별시 광진구 화양동,522097368.4,"37.544427,127.070047",2.0,2.0,1,1.0,26.0,57.0,17.0,0.0,3.0,0.0,0.0,1.0,145.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
2223,서울특별시 구로구 가리봉동,343083333.3,"37.482944,126.888062",1.0,0.0,0,0.0,6.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2224,서울특별시 구로구 개봉동,408289761.3,"37.494970,126.851409",4.0,3.0,0,6.0,149.0,97.0,31.0,0.0,1.0,0.0,2.0,1.0,90.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0
2225,서울특별시 구로구 고척동,447527654.4,"37.503560,126.855829",5.0,2.0,2,2.0,117.0,64.0,24.0,0.0,1.0,0.0,0.0,0.0,62.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,29.0,2.0
2226,서울특별시 구로구 구로동,393051974.8,"37.492900,126.886427",7.0,4.0,3,10.0,209.0,230.0,86.0,2.0,9.0,0.0,1.0,2.0,291.0,2.0,8.0,5.0,1.0,3.0,0.0,0.0,2.0,62.0,10.0
2227,서울특별시 구로구 궁동,277823222.0,"37.496870,126.831303",0.0,0.0,0,0.0,23.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2228,서울특별시 구로구 신도림동,884409375.0,"37.509454,126.880425",2.0,1.0,1,3.0,109.0,58.0,13.0,0.0,0.0,0.0,0.0,1.0,62.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,3.0
2229,서울특별시 구로구 오류동,328072997.3,"37.494129,126.840746",3.0,1.0,1,6.0,64.0,55.0,17.0,1.0,4.0,0.0,0.0,0.0,57.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,6.0
2230,서울특별시 구로구 온수동,374528365.4,"37.493507,126.820255",1.0,0.0,0,1.0,13.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0
2231,서울특별시 구로구 천왕동,594796141.7,"37.482016,126.841789",2.0,1.0,0,2.0,46.0,14.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0
2232,서울특별시 구로구 항동,524862365.6,"37.484059,126.822980",1.0,1.0,1,1.0,24.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
2233,서울특별시 금천구 가산동,300309134.4,"37.477598,126.888291",0.0,0.0,0,1.0,37.0,75.0,23.0,0.0,2.0,0.0,0.0,1.0,240.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,1.0,10.0,0.0
2234,서울특별시 금천구 독산동,394443366.2,"37.469371,126.901246",9.0,5.0,1,8.0,142.0,121.0,49.0,0.0,6.0,0.0,1.0,1.0,121.0,7.0,19.0,12.0,0.0,3.0,2.0,0.0,0.0,39.0,8.0
2235,서울특별시 금천구 시흥동,356393288.9,"37.453325,126.906222",9.0,4.0,5,8.0,191.0,145.0,58.0,1.0,1.0,0.0,0.0,0.0,121.0,5.0,19.0,13.0,0.0,1.0,0.0,0.0,1.0,40.0,8.0
2236,서울특별시 노원구 공릉동,439837760.0,"37.623601,127.077388",7.0,3.0,2,12.0,159.0,99.0,41.0,1.0,5.0,0.0,0.0,0.0,149.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,42.0,11.0
2237,서울특별시 노원구 상계동,434750056.7,"37.667100,127.072189",17.0,9.0,6,21.0,491.0,384.0,101.0,2.0,5.0,0.0,1.0,4.0,233.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,2.0,83.0,21.0
2238,서울특별시 노원구 월계동,492625378.3,"37.622192,127.058650",6.0,5.0,5,10.0,90.0,73.0,27.0,1.0,3.0,0.0,1.0,0.0,77.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,43.0,10.0
2239,서울특별시 노원구 중계동,547037453.8,"37.646989,127.082411",9.0,6.0,9,9.0,609.0,139.0,44.0,0.0,4.0,0.0,2.0,2.0,126.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,3.0,55.0,9.0
2240,서울특별시 노원구 하계동,534586180.4,"37.636890,127.073145",3.0,3.0,3,5.0,88.0,25.0,17.0,0.0,1.0,0.0,2.0,0.0,27.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,16.0,5.0
2241,서울특별시 도봉구 도봉동,348956756.0,"37.678103,127.043249",3.0,2.0,2,3.0,42.0,37.0,16.0,0.0,1.0,0.0,0.0,0.0,60.0,11.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,25.0,3.0
2242,서울특별시 도봉구 방학동,363545987.7,"37.666224,127.036650",5.0,3.0,1,6.0,138.0,93.0,29.0,0.0,4.0,1.0,1.0,0.0,86.0,8.0,10.0,6.0,0.0,1.0,0.0,0.0,1.0,33.0,6.0
2243,서울특별시 도봉구 쌍문동,327009179.3,"37.652731,127.028710",6.0,5.0,4,7.0,186.0,79.0,32.0,1.0,4.0,0.0,0.0,0.0,95.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,38.0,7.0
2244,서울특별시 도봉구 창동,437493529.2,"37.643440,127.039413",9.0,3.0,3,10.0,246.0,142.0,45.0,1.0,4.0,0.0,2.0,2.0,135.0,6.0,18.0,9.0,0.0,1.0,0.0,1.0,1.0,40.0,10.0
2245,서울특별시 동대문구 답십리동,677917967.8,"37.569883,127.056757",3.0,1.0,0,4.0,97.0,92.0,27.0,0.0,0.0,1.0,0.0,0.0,44.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0
2246,서울특별시 동대문구 신설동,310885245.9,"37.575204,127.026023",0.0,0.0,0,0.0,15.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,서울특별시 동대문구 용두동,511992086.3,"37.576328,127.034621",1.0,0.0,0,1.0,23.0,44.0,22.0,1.0,1.0,0.0,0.0,0.0,38.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0
2248,서울특별시 동대문구 이문동,575937110.8,"37.598851,127.062465",1.0,1.0,1,3.0,67.0,51.0,22.0,0.0,3.0,0.0,0.0,0.0,58.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,3.0
2249,서울특별시 동대문구 장안동,475294033.3,"37.570749,127.068233",4.0,2.0,1,6.0,202.0,129.0,49.0,0.0,4.0,1.0,2.0,2.0,117.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,6.0
2250,서울특별시 동대문구 전농동,761939267.6,"37.579797,127.053848",4.0,3.0,2,4.0,101.0,66.0,28.0,0.0,2.0,0.0,1.0,1.0,76.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,4.0
2251,서울특별시 동대문구 제기동,549307189.4,"37.584134,127.037960",2.0,2.0,1,2.0,35.0,91.0,76.0,0.0,4.0,0.0,1.0,0.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0
2252,서울특별시 동대문구 청량리동,706328491.4,"37.586643,127.044621",1.0,1.0,1,1.0,25.0,53.0,20.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0
2253,서울특별시 동대문구 회기동,601126373.6,"37.591447,127.051971",3.0,1.0,1,2.0,14.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2254,서울특별시 동대문구 휘경동,533888096.7,"37.589592,127.061228",2.0,3.0,3,3.0,52.0,32.0,19.0,0.0,1.0,0.0,0.0,0.0,42.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0
2255,서울특별시 동작구 노량진동,851197220.9,"37.510162,126.940418",1.0,0.0,0,4.0,183.0,37.0,24.0,0.0,1.0,0.0,0.0,0.0,92.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0
2256,서울특별시 동작구 대방동,688297627.1,"37.504791,126.927862",3.0,4.0,4,1.0,158.0,61.0,17.0,0.0,2.0,0.0,1.0,0.0,29.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,16.0,1.0
2257,서울특별시 동작구 동작동,948855555.6,"37.496605,126.980985",0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2258,서울특별시 동작구 본동,912142150.5,"37.511491,126.954336",2.0,0.0,0,2.0,17.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0
2259,서울특별시 동작구 사당동,754007840.8,"37.483974,126.974999",6.0,3.0,1,6.0,205.0,195.0,45.0,0.0,3.0,0.0,1.0,2.0,140.0,4.0,12.0,3.0,0.0,0.0,2.0,0.0,2.0,32.0,6.0
2260,서울특별시 동작구 상도1동,487733027.5,"37.502889,126.950645",1.0,0.0,0,2.0,25.0,22.0,7.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0
2261,서울특별시 동작구 상도동,683865787.5,"37.499206,126.940385",3.0,4.0,0,5.0,190.0,154.0,51.0,1.0,3.0,0.0,0.0,0.0,128.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0
2262,서울특별시 동작구 신대방동,654430583.5,"37.492678,126.917721",2.0,2.0,1,3.0,89.0,64.0,25.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0
2263,서울특별시 동작구 흑석동,1267683931.0,"37.505964,126.962578",3.0,2.0,0,5.0,59.0,48.0,24.0,0.0,2.0,0.0,0.0,0.0,46.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0
2264,서울특별시 마포구 공덕동,766454226.3,"37.548828,126.959006",1.0,0.0,0,1.0,45.0,59.0,17.0,0.0,1.0,0.0,0.0,0.0,45.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,1.0
2265,서울특별시 마포구 구수동,328831818.2,"37.545679,126.932695",0.0,0.0,0,0.0,14.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2266,서울특별시 마포구 노고산동,1007417071.0,"37.554402,126.938556",1.0,1.0,0,1.0,41.0,61.0,11.0,0.0,1.0,0.0,0.0,0.0,32.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2267,서울특별시 마포구 당인동,343428571.4,"37.546250,126.920245",0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2268,서울특별시 마포구 대흥동,870012288.1,"37.551055,126.943731",1.0,1.0,1,2.0,95.0,42.0,14.0,0.0,1.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0
2269,서울특별시 마포구 도화동,776887800.4,"37.539966,126.950000",1.0,0.0,0,3.0,61.0,87.0,22.0,0.0,1.0,0.0,1.0,0.0,69.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0
2270,서울특별시 마포구 동교동,512971831.0,"37.557650,126.925663",0.0,0.0,0,0.0,54.0,76.0,13.0,0.0,2.0,0.0,0.0,4.0,113.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2271,서울특별시 마포구 마포동,625087837.8,"37.537003,126.945323",0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2272,서울특별시 마포구 망원동,415717345.1,"37.556620,126.903976",2.0,0.0,0,1.0,82.0,66.0,21.0,0.0,5.0,0.0,0.0,0.0,106.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0
2273,서울특별시 마포구 상수동,775015217.4,"37.547431,126.922946",1.0,0.0,0,0.0,13.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,75.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2274,서울특별시 마포구 상암동,747091743.1,"37.577131,126.893488",3.0,1.0,1,5.0,103.0,59.0,16.0,0.0,2.0,0.0,0.0,0.0,107.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0
2275,서울특별시 마포구 서교동,972201935.5,"37.553910,126.918985",1.0,0.0,0,1.0,144.0,65.0,17.0,0.0,2.0,0.0,0.0,1.0,317.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0
2276,서울특별시 마포구 성산동,494910599.2,"37.563317,126.910870",4.0,3.0,1,4.0,105.0,29.0,12.0,1.0,1.0,0.0,1.0,1.0,88.0,2.0,8.0,4.0,0.0,1.0,0.0,1.0,1.0,15.0,4.0
2277,서울특별시 마포구 신공덕동,934689632.1,"37.544374,126.956854",0.0,0.0,0,1.0,19.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0
2278,서울특별시 마포구 신수동,880025358.9,"37.547351,126.937074",1.0,2.0,1,1.0,34.0,13.0,5.0,0.0,1.0,0.0,0.0,0.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0
2279,서울특별시 마포구 신정동,1040500000.0,"37.544210,126.930866",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2280,서울특별시 마포구 아현동,1059267187.0,"37.555483,126.955998",2.0,1.0,2,1.0,62.0,54.0,16.0,1.0,1.0,0.0,2.0,0.0,29.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0
2281,서울특별시 마포구 연남동,767355825.2,"37.562962,126.921783",0.0,0.0,0,2.0,18.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0
2282,서울특별시 마포구 염리동,1224230172.0,"37.551546,126.947279",2.0,2.0,2,2.0,73.0,22.0,6.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0
2283,서울특별시 마포구 용강동,835240740.7,"37.541967,126.940414",0.0,0.0,0,0.0,18.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,18.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2284,서울특별시 마포구 중동,630105288.5,"37.570400,126.907656",1.0,1.0,0,0.0,29.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
2285,서울특별시 마포구 창전동,951364280.3,"37.550966,126.929835",0.0,0.0,0,0.0,67.0,13.0,3.0,0.0,2.0,0.0,0.0,0.0,19.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
2286,서울특별시 마포구 토정동,956379310.3,"37.540350,126.940474",0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2287,서울특별시 마포구 하중동,1901541667.0,"37.545750,126.928674",0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2288,서울특별시 마포구 합정동,414969572.4,"37.549046,126.911558",1.0,1.0,0,1.0,33.0,33.0,10.0,0.0,1.0,0.0,0.0,0.0,112.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0
2289,서울특별시 마포구 현석동,1150094444.0,"37.543840,126.933903",0.0,0.0,0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2290,서울특별시 서대문구 남가좌동,766735937.5,"37.577538,126.922311",2.0,1.0,0,4.0,84.0,67.0,23.0,0.0,1.0,0.0,1.0,0.0,66.0,2.0,8.0,2.0,0.0,0.0,0.0,2.0,1.0,13.0,4.0
2291,서울특별시 서대문구 냉천동,962195652.2,"37.567257,126.963890",0.0,0.0,0,0.0,16.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2292,서울특별시 서대문구 대신동,357500000.0,"37.566438,126.945199",1.0,1.0,1,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2293,서울특별시 서대문구 대현동,401219144.4,"37.558086,126.944504",1.0,0.0,0,2.0,20.0,13.0,6.0,0.0,0.0,0.0,0.0,1.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2294,서울특별시 서대문구 미근동,822500000.0,"37.563162,126.967026",0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2295,서울특별시 서대문구 봉원동,505000000.0,"37.569952,126.947063",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,서울특별시 서대문구 북가좌동,544091778.5,"37.580344,126.912261",1.0,1.0,1,3.0,136.0,56.0,19.0,1.0,1.0,0.0,1.0,0.0,58.0,1.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,23.0,3.0
2297,서울특별시 서대문구 북아현동,1116816521.0,"37.561666,126.956170",2.0,2.0,2,1.0,43.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0
2298,서울특별시 서대문구 신촌동,723800000.0,"37.568134,126.946792",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2299,서울특별시 서대문구 연희동,459913753.8,"37.570389,126.929628",1.0,3.0,0,1.0,68.0,36.0,14.0,1.0,2.0,0.0,0.0,1.0,132.0,1.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0
2300,서울특별시 서대문구 영천동,906392156.9,"37.570759,126.960460",0.0,0.0,0,0.0,9.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2301,서울특별시 서대문구 옥천동,461100000.0,"37.569686,126.960890",0.0,0.0,0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,서울특별시 서대문구 창천동,641737058.8,"37.558584,126.934113",1.0,0.0,0,1.0,53.0,46.0,18.0,0.0,4.0,0.0,0.0,7.0,108.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2303,서울특별시 서대문구 천연동,625561224.5,"37.568285,126.960571",1.0,1.0,0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2304,서울특별시 서대문구 충정로2가,346833333.3,"37.565192,126.964529",1.0,1.0,1,0.0,4.0,13.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,서울특별시 서대문구 충정로3가,779227191.0,"37.562611,126.961351",0.0,0.0,0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2306,서울특별시 서대문구 합동,621854166.7,"37.561567,126.966566",0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2307,서울특별시 서대문구 현저동,779542857.1,"37.576486,126.954220",0.0,0.0,0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2308,서울특별시 서대문구 홍은동,419292021.0,"37.591560,126.938775",3.0,3.0,1,3.0,117.0,30.0,15.0,0.0,1.0,0.0,0.0,0.0,61.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,21.0,3.0
2309,서울특별시 서대문구 홍제동,536772409.2,"37.588734,126.946107",4.0,1.0,0,6.0,142.0,101.0,31.0,0.0,3.0,0.0,1.0,0.0,57.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,28.0,5.0
2310,서울특별시 서초구 내곡동,1359068523.0,"37.456881,127.074171",1.0,0.0,0,1.0,19.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
2311,서울특별시 서초구 반포동,2130358888.0,"37.502816,127.010493",5.0,5.0,3,3.0,458.0,168.0,38.0,0.0,7.0,0.0,3.0,1.0,197.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,3.0
2312,서울특별시 서초구 방배동,1227765275.0,"37.484677,126.989955",5.0,3.0,4,4.0,387.0,216.0,38.0,1.0,10.0,0.0,1.0,0.0,281.0,4.0,13.0,1.0,0.0,2.0,0.0,0.0,1.0,31.0,4.0
2313,서울특별시 서초구 서초동,1022659080.0,"37.488514,127.016222",6.0,3.0,3,6.0,532.0,591.0,94.0,2.0,16.0,0.0,2.0,1.0,436.0,1.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,33.0,6.0
2314,서울특별시 서초구 신원동,1326024272.0,"37.447112,127.058841",0.0,0.0,0,1.0,10.0,6.0,1.0,0.0,2.0,0.0,1.0,0.0,19.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2315,서울특별시 서초구 양재동,640508812.0,"37.474839,127.041717",2.0,1.0,1,3.0,101.0,86.0,23.0,0.0,5.0,0.0,1.0,0.0,201.0,10.0,15.0,1.0,0.0,2.0,0.0,0.0,1.0,7.0,3.0
2316,서울특별시 서초구 염곡동,726606896.6,"37.462035,127.052837",0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2317,서울특별시 서초구 우면동,902536939.3,"37.466629,127.021892",3.0,1.0,0,5.0,69.0,27.0,6.0,0.0,1.0,0.0,0.0,0.0,53.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,5.0
