,address,공시가격,좌표,초등학교,중학교,고등학교,유치원,학원,병원,약국,보건소,헬스장,체육관,수영장,영화관,카페,공원,놀이터,도서관,백화점,대형마트,복합쇼핑센터,시장,사회복지관,경로당,어린이집
416,경기도 부천시 송내동,184054547.1,,1.0,3.0,3,7.0,101.0,39.0,15.0,0.0,2.0,0.0,0.0,0.0,60.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,7.0
417,경기도 부천시 심곡동,105364959.8,,2.0,0.0,0,4.0,79.0,59.0,25.0,0.0,6.0,0.0,0.0,6.0,109.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,4.0
418,경기도 부천시 심곡본동,121372233.8,,0.0,0.0,0,3.0,51.0,68.0,26.0,0.0,3.0,0.0,0.0,0.0,42.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,15.0,0.0
419,경기도 부천시 약대동,252555875.9,,2.0,0.0,0,2.0,28.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0
420,경기도 부천시 여월동,168061081.6,,0.0,0.0,0,3.0,37.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,13.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0
421,경기도 부천시 역곡동,164735974.4,,1.0,1.0,1,4.0,70.0,50.0,15.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0
422,경기도 부천시 오정구 고강동,66830918.68,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,경기도 부천시 오정구 내동,64187408.06,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,경기도 부천시 오정구 삼정동,73299697.92,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,경기도 부천시 오정구 여월동,108378692.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,경기도 부천시 오정구 오정동,92077932.53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,경기도 부천시 오정구 원종동,76556570.71,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,경기도 부천시 오정구 작동,70261201.07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,경기도 부천시 오정동,128268001.7,,1.0,1.0,1,6.0,31.0,19.0,9.0,1.0,1.0,0.0,0.0,0.0,13.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0
430,경기도 부천시 옥길동,292237930.4,,1.0,1.0,0,4.0,116.0,24.0,8.0,0.0,2.0,0.0,0.0,2.0,42.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0
431,경기도 부천시 원미구 도당동,72353394.37,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,경기도 부천시 원미구 상동,240053696.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,경기도 부천시 원미구 소사동,74044270.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,경기도 부천시 원미구 심곡동,77612836.93,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,경기도 부천시 원미구 약대동,153112479.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,경기도 부천시 원미구 역곡동,117563159.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,경기도 부천시 원미구 원미동,107399869.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,경기도 부천시 원미구 중동,191720835.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,경기도 부천시 원미구 춘의동,103139034.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,경기도 부천시 원미동,131440264.0,,0.0,0.0,0,6.0,43.0,44.0,18.0,0.0,3.0,0.0,1.0,0.0,17.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0
441,경기도 부천시 원종동,113344074.8,,1.0,0.0,1,6.0,88.0,78.0,32.0,0.0,3.0,0.0,0.0,0.0,31.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0
442,경기도 부천시 원종동?,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
443,경기도 부천시 작동,101764594.4,,0.0,0.0,0,2.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
444,경기도 부천시 중동,240728978.4,,7.0,8.0,8,27.0,482.0,256.0,66.0,1.0,12.0,0.0,4.0,3.0,160.0,15.0,23.0,7.0,2.0,1.0,2.0,0.0,2.0,54.0,27.0
445,경기도 부천시 춘의동,127193875.8,,0.0,0.0,0,0.0,14.0,6.0,4.0,0.0,2.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0
446,경기도 성남시 분당구 구미동,331751377.0,,4.0,2.0,1,9.0,149.0,91.0,28.0,0.0,4.0,0.0,2.0,1.0,100.0,6.0,14.0,4.0,0.0,2.0,0.0,0.0,0.0,25.0,9.0
447,경기도 성남시 분당구 궁내동,259718311.5,,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
448,경기도 성남시 분당구 금곡동,347363023.2,,1.0,1.0,1,4.0,97.0,92.0,22.0,0.0,3.0,0.0,1.0,0.0,39.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,4.0
449,경기도 성남시 분당구 대장동,124308238.8,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,경기도 성남시 분당구 동원동,141770931.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
451,경기도 성남시 분당구 백현동,561350639.6,,2.0,2.0,2,4.0,49.0,25.0,7.0,0.0,1.0,0.0,0.0,1.0,93.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0
452,경기도 성남시 분당구 분당동,414292495.2,,2.0,1.0,1,4.0,26.0,5.0,3.0,0.0,2.0,0.0,1.0,0.0,14.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0
453,경기도 성남시 분당구 삼평동,536594341.6,,2.0,1.0,1,3.0,67.0,83.0,19.0,0.0,3.0,0.0,1.0,0.0,125.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0
454,경기도 성남시 분당구 서현동,465992841.5,,4.0,2.0,2,5.0,303.0,186.0,49.0,0.0,7.0,0.0,1.0,2.0,178.0,1.0,10.0,2.0,2.0,0.0,0.0,4.0,0.0,13.0,5.0
455,경기도 성남시 분당구 석운동,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,경기도 성남시 분당구 수내동,524851342.6,,3.0,3.0,2,7.0,414.0,100.0,26.0,0.0,5.0,0.0,1.0,0.0,102.0,4.0,5.0,1.0,1.0,0.0,0.0,4.0,0.0,11.0,7.0
457,경기도 성남시 분당구 야탑동,328138005.0,,5.0,2.0,4,10.0,175.0,126.0,44.0,0.0,5.0,1.0,1.0,1.0,103.0,5.0,18.0,3.0,3.0,1.0,0.0,1.0,1.0,34.0,10.0
458,경기도 성남시 분당구 운중동,552303857.7,,2.0,1.0,1,3.0,57.0,25.0,7.0,0.0,1.0,0.0,0.0,0.0,54.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0
459,경기도 성남시 분당구 율동,244483091.8,,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
460,경기도 성남시 분당구 이매동,491166050.2,,3.0,3.0,3,6.0,189.0,34.0,10.0,0.0,4.0,0.0,1.0,0.0,37.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0
461,경기도 성남시 분당구 정자동,496019062.4,,7.0,4.0,4,13.0,455.0,144.0,33.0,0.0,7.0,0.0,3.0,0.0,161.0,4.0,9.0,4.0,0.0,1.0,0.0,0.0,1.0,32.0,13.0
462,경기도 성남시 분당구 판교동,578648445.2,,2.0,2.0,1,4.0,66.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,4.0
463,경기도 성남시 상대원동,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,경기도 성남시 수정구 고등동,409651685.0,,1.0,0.0,0,1.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
465,경기도 성남시 수정구 금토동,135924403.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
466,경기도 성남시 수정구 단대동,160190682.1,,1.0,2.0,1,1.0,27.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
467,경기도 성남시 수정구 복정동,72196381.83,,1.0,0.0,1,1.0,6.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,54.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
468,경기도 성남시 수정구 사송동,142408906.3,,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
469,경기도 성남시 수정구 산성동,104975545.1,,1.0,1.0,0,1.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
470,경기도 성남시 수정구 상적동,374654761.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
471,경기도 성남시 수정구 수진동,213104712.1,,2.0,2.0,1,3.0,40.0,53.0,18.0,0.0,1.0,0.0,0.0,0.0,32.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0
472,경기도 성남시 수정구 시흥동,453494070.8,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
473,경기도 성남시 수정구 신촌동,286666666.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
474,경기도 성남시 수정구 신흥동,255568829.2,,2.0,1.0,0,2.0,72.0,117.0,33.0,0.0,3.0,0.0,0.0,1.0,69.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,13.0,2.0
475,경기도 성남시 수정구 심곡동,404088888.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
476,경기도 성남시 수정구 양지동,122989832.7,,1.0,0.0,0,0.0,18.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
477,경기도 성남시 수정구 오야동,500537313.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
478,경기도 성남시 수정구 중대동,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,경기도 성남시 수정구 창곡동,534064564.5,,4.0,2.0,1,8.0,276.0,105.0,20.0,0.0,2.0,0.0,2.0,1.0,120.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,8.0
480,경기도 성남시 수정구 태평동,140972655.1,,5.0,1.0,0,4.0,77.0,87.0,44.0,0.0,2.0,0.0,0.0,0.0,64.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,22.0,4.0
481,경기도 성남시 신흥동,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,경기도 성남시 야탑동,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,경기도 성남시 운중동,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,경기도 성남시 중원구 갈현동,192805555.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
485,경기도 성남시 중원구 금광동,144308621.5,,4.0,4.0,1,4.0,89.0,56.0,22.0,0.0,2.0,0.0,0.0,0.0,45.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,12.0,4.0
486,경기도 성남시 중원구 도촌동,230693311.6,,1.0,1.0,0,2.0,38.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0
487,경기도 성남시 중원구 상대원동,120492391.9,,4.0,0.0,0,4.0,39.0,67.0,23.0,0.0,3.0,0.0,0.0,0.0,66.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0
488,경기도 성남시 중원구 성남동,158199970.8,,1.0,3.0,5,2.0,69.0,89.0,17.0,0.0,4.0,0.0,0.0,2.0,90.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0
489,경기도 성남시 중원구 여수동,437509643.1,,1.0,0.0,0,1.0,26.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
490,경기도 성남시 중원구 은행동,119300001.9,,3.0,1.0,0,4.0,42.0,40.0,17.0,0.0,1.0,0.0,0.0,0.0,18.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0
491,경기도 성남시 중원구 중동,84162518.74,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,경기도 성남시 중원구 중앙동,261767746.9,,1.0,0.0,0,1.0,19.0,35.0,12.0,0.0,1.0,0.0,0.0,0.0,25.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
493,경기도 성남시 중원구 하대원동,205114843.4,,2.0,1.0,1,2.0,38.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0
494,경기도 수원시 교동,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,경기도 수원시 권선구 고색동,119653908.8,,2.0,1.0,1,3.0,40.0,12.0,8.0,0.0,3.0,0.0,0.0,0.0,38.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0
496,경기도 수원시 권선구 곡반정동,159225617.5,,1.0,1.0,0,3.0,17.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0
497,경기도 수원시 권선구 구운동,148368864.0,,2.0,1.0,0,3.0,55.0,10.0,8.0,0.0,0.0,0.0,1.0,0.0,37.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0
498,경기도 수원시 권선구 권선동,195468767.7,,9.0,3.0,3,19.0,241.0,112.0,33.0,0.0,3.0,0.0,2.0,1.0,105.0,13.0,25.0,3.0,0.0,0.0,1.0,0.0,0.0,40.0,17.0
499,경기도 수원시 권선구 금곡동,174467920.4,,5.0,2.0,1,9.0,159.0,64.0,20.0,0.0,2.0,0.0,0.0,2.0,58.0,21.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,8.0
500,경기도 수원시 권선구 당수동,143340147.0,,1.0,0.0,1,3.0,32.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0
501,경기도 수원시 권선구 서둔동,132544136.8,,2.0,1.0,0,4.0,32.0,10.0,7.0,0.0,1.0,0.0,0.0,2.0,19.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0
502,경기도 수원시 권선구 세류동,111917485.7,,3.0,2.0,0,4.0,131.0,50.0,26.0,0.0,4.0,0.0,1.0,0.0,44.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0
503,경기도 수원시 권선구 신동,0.0,,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,경기도 수원시 권선구 오목천동,136081494.3,,2.0,1.0,1,5.0,33.0,16.0,7.0,0.0,0.0,0.0,1.0,0.0,22.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0
505,경기도 수원시 권선구 입북동,185698150.0,,1.0,0.0,0,1.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
506,경기도 수원시 권선구 장지동,39704464.29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,경기도 수원시 권선구 탑동,92007348.87,,2.0,0.0,1,3.0,41.0,30.0,9.0,0.0,3.0,0.0,0.0,1.0,24.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0
508,경기도 수원시 권선구 평동,162440890.8,,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
509,경기도 수원시 권선구 평리동,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,경기도 수원시 권선구 호매실동,161725660.3,,3.0,2.0,1,5.0,80.0,24.0,10.0,0.0,0.0,0.0,1.0,0.0,36.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0
511,경기도 수원시 망포동,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,경기도 수원시 신동,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,경기도 수원시 영통구 망포동,261269673.9,,4.0,2.0,1,6.0,222.0,64.0,19.0,0.0,4.0,0.0,1.0,0.0,37.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0
514,경기도 수원시 영통구 매탄동,207357928.2,,8.0,6.0,3,14.0,298.0,109.0,36.0,0.0,8.0,0.0,1.0,0.0,110.0,6.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,14.0
515,경기도 수원시 영통구 신동,375019548.9,,0.0,0.0,0,2.0,18.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,32.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
516,경기도 수원시 영통구 영통동,218392322.9,,8.0,5.0,4,14.0,427.0,157.0,42.0,0.0,6.0,0.0,0.0,3.0,128.0,12.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,30.0,14.0
517,경기도 수원시 영통구 원천동,252226012.8,,5.0,3.0,1,8.0,68.0,33.0,18.0,0.0,1.0,0.0,0.0,0.0,75.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,8.0
518,경기도 수원시 영통구 이의동,548549975.5,,3.0,3.0,2,5.0,210.0,74.0,22.0,0.0,3.0,0.0,2.0,1.0,218.0,9.0,5.0,2.0,0.0,1.0,2.0,0.0,0.0,22.0,5.0
519,경기도 수원시 영통구 하동,345901295.3,,1.0,0.0,1,2.0,45.0,20.0,5.0,0.0,0.0,0.0,1.0,1.0,65.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0
520,경기도 수원시 영통동,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,경기도 수원시 장안구 상광교동,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
522,경기도 수원시 장안구 송죽동,112211841.2,,2.0,1.0,1,2.0,50.0,23.0,10.0,0.0,3.0,0.0,0.0,0.0,42.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0
523,경기도 수원시 장안구 연무동,77925034.17,,1.0,1.0,0,1.0,21.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0
524,경기도 수원시 장안구 영화동,79139520.92,,0.0,0.0,0,2.0,42.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
525,경기도 수원시 장안구 율전동,144267998.5,,2.0,1.0,0,6.0,82.0,32.0,11.0,0.0,5.0,0.0,0.0,0.0,48.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0
526,경기도 수원시 장안구 이목동,299568813.0,,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
527,경기도 수원시 장안구 정자동,178005799.1,,7.0,2.0,3,11.0,309.0,79.0,30.0,0.0,3.0,0.0,2.0,0.0,81.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,11.0
528,경기도 수원시 장안구 조원동,178453443.9,,5.0,3.0,2,9.0,111.0,61.0,19.0,0.0,3.0,0.0,0.0,1.0,47.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,17.0,8.0
529,경기도 수원시 장안구 천천동,236169882.6,,3.0,2.0,3,6.0,155.0,50.0,11.0,0.0,4.0,0.0,0.0,1.0,53.0,1.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,6.0
530,경기도 수원시 장안구 파장동,81114921.68,,2.0,1.0,0,3.0,25.0,28.0,10.0,0.0,0.0,0.0,1.0,0.0,23.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0
531,경기도 수원시 장안구 하광교동,85187500.0,,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
532,경기도 수원시 조원동,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,경기도 수원시 탑동,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,경기도 수원시 팔달구 고등동,86845137.32,,1.0,0.0,1,3.0,32.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
535,경기도 수원시 팔달구 교동,102650320.9,,0.0,0.0,0,0.0,23.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
