,address,공시가격,좌표,초등학교,중학교,고등학교,학원,유치원 및 어린이집,병의원 및 약국,보건소,응급의료기관시설,백화점,대형마트,복합쇼핑센터,시장,헬스장,수영장,체육관,공원,영화관,카페,도서관,놀이터,경로당,사회복지관,등산로,산책로,미세먼지,범죄안전등급,경찰관서,여성안심지킴이집
1529,경기도 안성시 양성면 미산리,0.0,"37.127253,127.258908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,27,0,39,4,0,0
1530,경기도 안성시 양성면 방축리,0.0,"37.066868,127.236233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,39,4,0,0
1531,경기도 안성시 양성면 필산리,0.0,"37.054818,127.218988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,39,4,0,0
1532,경기도 안성시 양성면 덕봉리,0.0,"37.043353,127.191513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,27,0,39,4,0,0
1533,경기도 안성시 양성면 명목리,0.0,"37.033793,127.195146",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,0,39,4,0,0
1534,경기도 안성시 양성면 삼암리,0.0,"37.025220,127.198986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,39,4,0,0
1535,경기도 안성시 양성면 방신리,0.0,"37.030288,127.182626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,27,0,39,4,0,0
1536,경기도 안성시 원곡면 성은리,0.0,"37.075537,127.157449",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,87,2,39,4,0,0
1537,경기도 안성시 원곡면 칠곡리,121397297.3,"37.047480,127.156887",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,18,0,0,5,0,87,2,39,4,0,0
1538,경기도 안성시 원곡면 지문리,0.0,"37.056403,127.141475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,87,2,39,4,0,0
1539,경기도 안성시 원곡면 산하리,0.0,"37.077425,127.130575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,87,2,39,4,0,0
1540,경기도 안성시 원곡면 내가천리,0.0,"37.040717,127.121889",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,87,2,39,4,0,0
1541,경기도 안성시 원곡면 외가천리,99396569.47,"37.038419,127.132481",0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,87,2,39,4,1,1
1542,경기도 안성시 원곡면 반제리,66938071.07,"37.021506,127.162174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,87,2,39,4,0,0
1543,경기도 안성시 원곡면 성주리,0.0,"37.085924,127.163710",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,87,2,39,4,0,0
1544,경기도 안성시 일죽면 월정리,0.0,"37.089337,127.453076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,1,0,39,4,0,0
1545,경기도 안성시 일죽면 주천리,28372352.22,"37.091990,127.485349",1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,39,4,0,0
1546,경기도 안성시 일죽면 죽림리,0.0,"37.070127,127.450722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,39,4,0,0
1547,경기도 안성시 일죽면 가리,0.0,"37.083136,127.486367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,39,4,0,0
1548,경기도 안성시 일죽면 산북리,23405078.13,"37.089034,127.507387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,39,4,0,0
1549,경기도 안성시 일죽면 당촌리,0.0,"37.102937,127.504179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,39,4,0,0
1550,경기도 안성시 일죽면 방초리,0.0,"37.122644,127.429312",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,4,0,1,0,39,4,0,0
1551,경기도 안성시 일죽면 송천리,62797926.42,"37.091310,127.474084",0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,18,1,0,5,0,1,0,39,4,1,0
1552,경기도 안성시 일죽면 고은리,0.0,"37.121467,127.439945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,39,4,0,0
1553,경기도 안성시 일죽면 화곡리,0.0,"37.108295,127.461336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,39,4,0,0
1554,경기도 안성시 일죽면 능국리,0.0,"37.109696,127.489581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,39,4,0,0
1555,경기도 안성시 일죽면 신흥리,0.0,"37.115858,127.474400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,39,4,0,0
1556,경기도 안성시 일죽면 금산리,43876923.08,"37.069677,127.503016",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,39,4,0,0
1557,경기도 안성시 일죽면 장암리,0.0,"37.075242,127.464746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,39,4,0,0
1558,경기도 안성시 일죽면 화봉리,0.0,"37.069672,127.476544",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,39,4,0,0
1559,경기도 안성시 죽산면 죽산리,40591313.36,"37.076836,127.422541",1,1,1,8,2,13,1,0,0,0,0,0,0,0,0,0,0,16,1,1,7,0,6,0,39,4,1,1
1560,경기도 안성시 죽산면 매산리,34724414.06,"37.096528,127.434939",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,6,0,39,4,0,0
1561,경기도 안성시 죽산면 장원리,52906106.58,"37.069135,127.428061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,6,0,39,4,0,0
1562,경기도 안성시 죽산면 두현리,0.0,"37.072456,127.407119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,39,4,0,0
1563,경기도 안성시 죽산면 장능리,0.0,"37.063240,127.393723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,39,4,0,0
1564,경기도 안성시 죽산면 장계리,0.0,"37.051751,127.409181",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,39,4,0,0
1565,경기도 안성시 죽산면 용설리,0.0,"37.054516,127.444261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,39,4,0,0
1566,경기도 안성시 죽산면 칠장리,179375000.0,"37.022431,127.409812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,39,4,0,0
1567,경기도 안성시 죽산면 당목리,53023376.62,"37.031009,127.436253",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,39,4,0,0
1568,경기도 안성시 죽산면 두교리,0.0,"37.012113,127.434152",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,39,4,0,0
1569,경기도 안성시 삼죽면 내장리,0.0,"37.085641,127.398640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,39,4,0,0
1570,경기도 안성시 삼죽면 율곡리,0.0,"37.098228,127.378239",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,39,4,0,0
1571,경기도 안성시 삼죽면 용월리,51441956.88,"37.076888,127.384817",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,39,4,0,1
1572,경기도 안성시 삼죽면 덕산리,24856944.44,"37.081450,127.374546",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,39,4,0,0
1573,경기도 안성시 삼죽면 배태리,0.0,"37.081877,127.355419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,4,0,0
1574,경기도 안성시 삼죽면 내강리,0.0,"37.069500,127.365176",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,39,4,0,0
1575,경기도 안성시 삼죽면 진촌리,0.0,"37.055735,127.365048",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,39,4,0,0
1576,경기도 안성시 삼죽면 미장리,0.0,"37.039556,127.363041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,39,4,0,0
1577,경기도 안성시 삼죽면 마전리,0.0,"37.032789,127.341449",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,39,4,0,0
1578,경기도 안성시 삼죽면 기솔리,0.0,"37.052760,127.341819",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,39,4,0,0
1579,경기도 안성시 고삼면 쌍지리,0.0,"37.107202,127.289480",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,39,4,0,0
1580,경기도 안성시 고삼면 신창리,0.0,"37.080974,127.245907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,39,4,0,0
1581,경기도 안성시 고삼면 대갈리,0.0,"37.068714,127.251727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,39,4,0,0
1582,경기도 안성시 고삼면 가유리,0.0,"37.087054,127.258953",0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,39,4,0,0
1583,경기도 안성시 고삼면 삼은리,0.0,"37.082196,127.296189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,39,4,0,0
1584,경기도 안성시 고삼면 봉산리,0.0,"37.075152,127.277459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,39,4,0,0
1585,경기도 안성시 고삼면 월향리,0.0,"37.089419,127.277952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,39,4,0,0
1586,경기도 김포시 북변동,142100125.9,"37.626584,126.707945",2,2,1,124,6,34,0,0,0,0,0,0,2,0,0,3,0,36,1,4,18,0,0,0,41,1,0,3
1587,경기도 김포시 걸포동,307573775.7,"37.638168,126.710953",1,0,0,29,12,21,0,1,0,1,0,0,2,0,0,5,1,13,0,1,4,0,0,0,41,1,0,3
1588,경기도 김포시 운양동,264905555.4,"37.654307,126.681501",2,1,2,161,17,40,0,0,0,0,0,0,4,2,0,19,1,103,0,6,23,0,0,0,41,1,0,3
1589,경기도 김포시 장기동,218694793.0,"37.645137,126.671812",3,4,1,289,26,123,0,1,0,1,0,0,8,2,0,20,0,166,1,12,27,0,0,0,41,1,1,9
1590,경기도 김포시 감정동,143216619.6,"37.626167,126.695023",0,0,0,48,4,31,0,0,0,1,0,0,1,0,0,3,0,29,0,4,14,0,0,0,41,1,0,2
1591,경기도 김포시 사우동,126694482.3,"37.618990,126.721010",0,0,0,66,3,62,1,0,0,0,0,0,1,0,0,3,1,64,0,5,17,1,0,0,41,1,1,7
1592,경기도 김포시 풍무동,202165185.8,"37.606151,126.723874",3,2,1,180,22,84,0,0,0,2,0,0,3,1,0,4,1,82,1,10,19,0,2,0,41,1,1,6
1593,경기도 김포시 마산동,162454311.9,"37.638585,126.643172",1,1,1,52,11,17,0,0,0,0,0,0,1,0,0,12,0,27,0,6,8,0,14,0,41,1,1,1
1594,경기도 김포시 구래동,223246105.3,"37.642888,126.626692",2,1,0,138,10,96,0,0,0,1,0,0,1,2,0,2,1,104,0,0,13,0,1,0,41,1,0,2
1595,경기도 김포시 통진읍 도사리,86161508.53,"37.683878,126.615242",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,3,0,41,1,0,2
1596,경기도 김포시 통진읍 마송리,74192365.9,"37.686893,126.595783",2,2,2,13,4,29,1,0,0,0,0,0,1,0,0,4,0,34,0,5,7,0,3,0,41,1,1,5
1597,경기도 김포시 통진읍 서암리,62920511.71,"37.696991,126.600541",2,0,0,10,8,10,0,0,0,0,0,0,0,0,0,1,0,19,1,1,6,0,3,0,41,1,0,2
1598,경기도 김포시 통진읍 수참리,41041579.86,"37.681661,126.630548",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,3,0,41,1,0,0
1599,경기도 김포시 통진읍 가현리,62417541.83,"37.675166,126.591927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,3,0,41,1,0,0
1600,경기도 김포시 통진읍 동을산리,0.0,"37.701959,126.623454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,41,1,0,0
1601,경기도 김포시 통진읍 귀전리,0.0,"37.718505,126.610385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,41,1,0,0
1602,경기도 김포시 통진읍 고정리,40013392.86,"37.715978,126.594270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,41,1,0,0
1603,경기도 김포시 통진읍 옹정리,0.0,"37.691228,126.573635",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,41,1,0,0
1604,경기도 김포시 고촌읍 향산리,73963636.36,"37.625144,126.741838",1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,41,1,0,0
1605,경기도 김포시 고촌읍 풍곡리,0.0,"37.612176,126.758057",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,41,1,0,1
1606,경기도 김포시 고촌읍 태리,0.0,"37.594872,126.751179",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,0,0,41,1,0,0
1607,경기도 김포시 고촌읍 신곡리,261678092.7,"37.603046,126.772571",3,2,0,66,8,42,1,0,0,0,0,0,2,0,0,13,0,43,1,6,23,0,0,0,41,1,1,9
1608,경기도 김포시 고촌읍 전호리,0.0,"37.595030,126.790476",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,14,0,0,2,0,0,0,41,1,1,1
1609,경기도 김포시 양촌읍 양곡리,92992050.91,"37.657642,126.628300",2,2,1,18,10,24,1,0,0,0,0,0,0,0,0,4,0,38,1,5,16,0,16,0,41,1,1,7
1610,경기도 김포시 양촌읍 누산리,47820166.67,"37.667811,126.654288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,16,0,41,1,0,1
1611,경기도 김포시 양촌읍 석모리,75206315.79,"37.654447,126.648791",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,16,0,41,1,0,0
1612,경기도 김포시 양촌읍 구래리,36525968.99,"37.644592,126.623039",0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,3,0,1,0,41,1,0,0
1613,경기도 김포시 양촌읍 대포리,72593103.45,"37.619970,126.631119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,16,0,41,1,0,0
1614,경기도 김포시 양촌읍 학운리,127645506.1,"37.613401,126.605334",1,0,0,4,2,6,1,0,0,0,0,0,0,0,0,15,0,15,0,5,8,0,16,0,41,1,0,3
1615,경기도 김포시 양촌읍 유현리,37200000.0,"37.638602,126.611428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,16,0,41,1,0,0
1616,경기도 김포시 양촌읍 흥신리,0.0,"37.672431,126.615536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,41,1,0,0
1617,경기도 김포시 대곶면 대능리,51567600.0,"37.632745,126.597592",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,41,1,0,0
1618,경기도 김포시 대곶면 대벽리,71208510.64,"37.622679,126.580660",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,4,0,41,1,0,0
1619,경기도 김포시 대곶면 약암리,0.0,"37.631335,126.562676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,4,0,41,1,0,0
1620,경기도 김포시 대곶면 상마리,30954583.33,"37.640770,126.577688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,41,1,0,0
1621,경기도 김포시 대곶면 율생리,45487336.36,"37.649675,126.588604",1,1,0,2,2,12,1,0,0,0,0,0,0,0,0,1,0,23,0,0,5,0,4,0,41,1,1,1
1622,경기도 김포시 대곶면 초원지리,0.0,"37.659066,126.595036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,41,1,0,0
1623,경기도 김포시 대곶면 거물대리,0.0,"37.667346,126.598270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,41,1,0,0
1624,경기도 김포시 대곶면 오니산리,0.0,"37.664293,126.611469",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,41,1,0,0
1625,경기도 김포시 대곶면 송마리,56307692.31,"37.659837,126.568825",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,4,0,41,1,0,2
1626,경기도 김포시 대곶면 석정리,51510267.86,"37.675863,126.562362",1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,41,1,0,1
1627,경기도 김포시 대곶면 쇄암리,0.0,"37.676459,126.543574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,41,1,0,0
1628,경기도 김포시 대곶면 신안리,0.0,"37.655502,126.543024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,41,1,0,0
1629,경기도 김포시 대곶면 대명리,56302652.52,"37.649213,126.554033",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,4,0,41,1,0,0
1630,경기도 김포시 월곶면 군하리,44898436.39,"37.713970,126.552024",0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,1,0,41,1,1,1
1631,경기도 김포시 월곶면 고막리,71254166.67,"37.726990,126.558537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,2,0,1,0,41,1,0,0
1632,경기도 김포시 월곶면 갈산리,40174382.72,"37.709525,126.567418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,1,0,41,1,0,3
1633,경기도 김포시 월곶면 고양리,0.0,"37.690715,126.548517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,41,1,0,0
1634,경기도 김포시 월곶면 포내리,33332072.07,"37.724184,126.534122",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,1,0,41,1,0,2
1635,경기도 김포시 월곶면 성동리,0.0,"37.744440,126.533175",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,41,1,0,0
1636,경기도 김포시 월곶면 보구곶리,0.0,"37.760716,126.531566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,41,1,0,0
1637,경기도 김포시 월곶면 용강리,0.0,"37.754260,126.556858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,41,1,0,0
1638,경기도 김포시 월곶면 조강리,0.0,"37.742673,126.565485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,41,1,0,0
1639,경기도 김포시 월곶면 개곡리,0.0,"37.731636,126.586036",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,41,1,0,0
1640,경기도 김포시 하성면 마곡리,46393350.35,"37.715544,126.636776",1,1,1,3,2,10,1,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,41,1,1,1
1641,경기도 김포시 하성면 석탄리,46801995.31,"37.724954,126.648089",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,41,1,0,0
1642,경기도 김포시 하성면 후평리,0.0,"37.742863,126.646109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,41,1,0,0
1643,경기도 김포시 하성면 시암리,0.0,"37.763807,126.642044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,41,1,0,0
1644,경기도 김포시 하성면 마조리,0.0,"37.748265,126.632673",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,41,1,0,0
1645,경기도 김포시 하성면 가금리,0.0,"37.743430,126.607493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,41,1,0,0
1646,경기도 김포시 하성면 양택리,0.0,"37.733771,126.628282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,41,1,0,0
1647,경기도 김포시 하성면 원산리,0.0,"37.713172,126.624793",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,41,1,0,3
1648,경기도 김포시 하성면 하사리,0.0,"37.699323,126.638032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,41,1,0,1
1649,경기도 김포시 하성면 봉성리,0.0,"37.694159,126.647147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,41,1,0,0
1650,경기도 김포시 하성면 전류리,65911658.46,"37.703812,126.651662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,41,1,0,1
1651,경기도 김포시 하성면 마근포리,0.0,"37.753497,126.624971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,1,0,0
1652,경기도 화성시 진안동,103976789.5,"37.213961,127.036155",0,0,0,51,4,49,0,0,0,0,0,0,7,2,0,2,0,38,1,8,12,0,0,0,38,2,1,0
1653,경기도 화성시 병점동,144990772.3,"37.206884,127.039407",2,2,2,169,26,61,1,0,0,1,0,0,2,0,0,5,1,47,1,9,30,0,0,0,38,2,0,0
1654,경기도 화성시 능동,195187488.0,"37.207733,127.054884",1,2,1,132,16,45,0,0,0,0,0,0,2,2,0,5,0,74,1,4,19,0,0,0,38,2,0,0
1655,경기도 화성시 기산동,185874528.6,"37.223585,127.045530",0,0,0,24,1,0,0,0,0,0,0,0,1,1,0,4,0,5,0,4,5,1,0,0,38,2,0,0
1656,경기도 화성시 반월동,213594233.5,"37.228752,127.059770",1,2,1,82,12,41,0,0,0,0,0,0,1,0,0,5,0,51,0,10,13,0,0,0,38,2,1,0
1657,경기도 화성시 반정동,49675737.7,"37.232747,127.035882",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,2,0,0,0,38,2,0,0
1658,경기도 화성시 황계동,0.0,"37.220214,127.016174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,38,2,0,0
1659,경기도 화성시 배양동,47578832.12,"37.222917,126.993594",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,38,2,0,0
1660,경기도 화성시 기안동,127096144.3,"37.225569,126.982919",0,0,0,33,3,11,0,0,0,0,0,0,1,0,0,2,0,15,0,6,7,0,0,0,38,2,0,0
1661,경기도 화성시 송산동,89547831.32,"37.209669,127.013782",0,0,0,20,2,7,0,1,0,0,0,0,0,0,0,1,0,16,0,2,9,0,0,1,38,2,0,0
1662,경기도 화성시 안녕동,111444436.9,"37.202630,126.997205",0,0,0,7,2,10,0,0,0,0,0,0,0,1,0,3,0,21,1,0,10,0,9,2,38,2,1,0
1663,경기도 화성시 반송동,280525053.4,"37.199845,127.069049",0,0,0,463,13,153,0,0,0,1,1,0,5,1,0,6,2,198,1,3,28,0,0,0,38,2,0,0
1664,경기도 화성시 석우동,295596683.1,"37.220818,127.075324",0,0,0,13,2,16,1,1,0,1,0,0,0,0,0,7,0,65,0,1,4,0,0,0,38,2,0,0
1665,경기도 화성시 오산동,352475741.3,"37.187576,127.100115",1,1,1,88,9,69,0,0,1,1,0,0,1,0,0,1,2,30,0,2,5,0,0,0,38,2,0,0
1666,경기도 화성시 청계동,412960798.8,"37.199532,127.111050",3,2,1,228,24,42,0,0,0,0,0,0,2,3,0,4,0,17,1,0,16,0,0,0,38,2,0,0
1667,경기도 화성시 영천동,249616042.3,"37.206847,127.110751",1,1,1,127,22,47,0,0,0,0,0,0,1,2,0,4,0,84,1,1,13,0,0,0,38,2,1,0
1668,경기도 화성시 중동,0.0,"37.207723,127.134804",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,10,0,38,2,0,0
1669,경기도 화성시 신동,0.0,"37.181869,127.141572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,2,0,0
1670,경기도 화성시 목동,340418131.5,"37.182002,127.123951",2,0,1,52,13,27,0,0,0,0,0,0,0,1,0,0,0,7,1,0,8,0,0,0,38,2,1,0
1671,경기도 화성시 산척동,363851767.9,"37.172928,127.113069",1,0,0,197,17,66,0,0,0,0,0,0,0,2,0,0,0,24,0,0,6,0,0,0,38,2,0,0
1672,경기도 화성시 장지동,373532635.0,"37.156286,127.115553",1,1,1,45,12,7,0,0,0,0,0,0,0,0,0,1,0,9,0,0,5,0,20,0,38,2,0,0
1673,경기도 화성시 송동,378059920.5,"37.167193,127.096862",0,0,0,27,2,6,1,0,0,0,0,0,0,0,0,0,1,24,0,0,2,0,0,0,38,2,0,0
1674,경기도 화성시 방교동,0.0,"37.175629,127.089127",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,0,6,0,0,1,0,0,0,38,2,0,0
1675,경기도 화성시 금곡동,77168750.0,"37.177558,127.077339",0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,38,2,0,0
1676,경기도 화성시 새솔동,237136396.8,"37.282929,126.818295",2,1,0,45,8,25,0,0,0,0,0,0,1,0,0,0,0,6,1,0,5,0,0,0,38,2,0,0
1677,경기도 화성시 봉담읍 상리,115817491.1,"37.221740,126.944522",1,1,0,19,6,16,0,0,0,0,0,0,1,0,0,1,0,24,1,2,6,0,20,0,38,2,0,0
1678,경기도 화성시 봉담읍 내리,36064583.33,"37.230738,126.926837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20,0,38,2,0,0
1679,경기도 화성시 봉담읍 수영리,154922192.6,"37.229896,126.952562",2,1,0,17,5,3,0,0,0,0,0,0,0,1,0,0,0,10,0,4,9,0,20,0,38,2,0,0
