,address,공시가격,좌표,초등학교,중학교,고등학교,학원,유치원 및 어린이집,병의원 및 약국,보건소,응급의료기관시설,백화점,대형마트,복합쇼핑센터,시장,헬스장,수영장,체육관,공원,영화관,카페,도서관,놀이터,경로당,사회복지관,등산로,산책로,미세먼지,범죄안전등급,경찰관서,여성안심지킴이집
769,경기도 안산시 상록구 이동,86770081.32,"37.309522,126.854413",2,0,1,56,8,44,0,0,0,0,0,0,4,0,0,1,0,57,0,7,5,0,0,0,38,5,1,0
770,경기도 안산시 상록구 사동,149726505.8,"37.293741,126.848640",7,5,1,130,26,56,0,0,0,0,0,0,2,1,0,8,0,103,4,16,30,0,15,0,38,5,1,0
771,경기도 안산시 상록구 본오동,106610894.0,"37.292096,126.866821",5,3,3,148,13,151,0,1,0,0,1,0,7,1,0,6,0,86,3,21,20,1,0,0,38,5,2,0
772,경기도 안산시 상록구 팔곡이동,57158830.84,"37.294216,126.884860",1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,3,0,0,0,38,5,0,0
773,경기도 안산시 상록구 양상동,0.0,"37.348352,126.849185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,38,5,0,0
774,경기도 안산시 상록구 부곡동,82019047.79,"37.332421,126.862625",3,1,2,21,4,18,0,0,0,0,0,0,1,0,0,3,0,23,1,10,8,1,3,0,38,5,1,0
775,경기도 안산시 상록구 성포동,159971425.3,"37.323259,126.846872",3,1,1,48,6,33,0,1,0,1,1,0,1,1,0,4,1,20,1,0,9,0,22,0,38,5,1,0
776,경기도 안산시 상록구 월피동,103935256.2,"37.334267,126.848377",2,2,1,62,6,36,0,1,0,0,0,0,4,0,0,1,0,32,0,8,11,0,17,0,38,5,1,0
777,경기도 안산시 상록구 팔곡일동,53363378.65,"37.306216,126.892700",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,0,38,5,1,0
778,경기도 안산시 상록구 건건동,124270166.1,"37.307826,126.904208",2,0,0,29,6,21,0,0,0,0,0,0,1,0,0,3,0,22,1,0,5,0,0,0,38,5,1,0
779,경기도 안산시 상록구 사사동,89308369.23,"37.298642,126.922895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,2,0,38,5,0,0
780,경기도 안산시 상록구 수암동,69147425.88,"37.364045,126.878746",1,0,0,8,4,8,0,0,0,0,0,0,2,0,0,1,0,11,1,2,3,0,21,0,38,5,1,0
781,경기도 안산시 상록구 장상동,66092486.52,"37.356070,126.874210",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,5,0,4,0,38,5,0,0
782,경기도 안산시 상록구 장하동,0.0,"37.355446,126.863834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,38,5,0,0
783,경기도 안산시 단원구 고잔동,180567345.5,"37.320881,126.831077",7,4,4,391,26,280,0,1,1,2,1,0,10,1,1,6,6,230,4,9,43,0,14,0,38,5,2,0
784,경기도 안산시 단원구 와동,75046732.03,"37.339341,126.823943",3,1,2,32,6,30,0,0,0,0,0,0,1,0,0,5,0,25,2,15,9,1,21,0,38,5,1,0
785,경기도 안산시 단원구 신길동,142465995.9,"37.333591,126.768859",3,1,1,27,8,15,0,0,0,1,0,0,1,0,0,2,0,14,2,8,16,0,0,0,38,5,1,0
786,경기도 안산시 단원구 성곡동,0.0,"37.313971,126.743568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,38,5,0,0
787,경기도 안산시 단원구 원시동,51897500.0,"37.307860,126.787440",0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,15,0,0,0,0,0,0,38,5,1,0
788,경기도 안산시 단원구 목내동,0.0,"37.305063,126.773280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,5,0,0
789,경기도 안산시 단원구 초지동,157075666.0,"37.311471,126.812779",4,2,1,114,18,59,0,1,0,1,0,0,7,0,0,9,0,57,1,3,13,1,0,0,38,5,0,0
790,경기도 안산시 단원구 원곡동,125781663.4,"37.330457,126.794113",2,2,1,43,4,84,0,0,0,0,0,0,1,0,0,3,0,57,3,7,9,0,0,0,38,5,2,0
791,경기도 안산시 단원구 선부동,111518385.7,"37.343144,126.807686",6,4,2,88,20,119,0,2,0,1,0,0,2,0,1,5,0,47,4,10,27,1,4,0,38,5,3,0
792,경기도 안산시 단원구 대부동동,75877354.26,"37.243169,126.603058",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,38,5,0,0
793,경기도 안산시 단원구 대부북동,60164309.21,"37.260287,126.572757",1,1,1,3,2,9,0,0,0,0,0,0,0,0,0,1,0,32,1,0,6,0,0,0,38,5,1,0
794,경기도 안산시 단원구 대부남동,0.0,"37.219760,126.578365",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,6,0,0,0,38,5,0,0
795,경기도 안산시 단원구 선감동,0.0,"37.219444,126.635266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,38,5,0,0
796,경기도 안산시 단원구 풍도동,0.0,"37.107014,126.412195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,38,5,0,0
797,경기도 안산시 단원구 화정동,141487500.0,"37.356902,126.826044",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,38,5,0,0
798,경기도 고양시 덕양구 주교동,93988607.36,"37.659397,126.831641",1,1,0,19,4,24,0,0,0,0,0,0,1,0,0,5,0,33,1,3,10,0,0,0,40,2,0,0
799,경기도 고양시 덕양구 원당동,209135802.5,"37.677713,126.852924",0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,4,0,0,0,40,2,0,0
800,경기도 고양시 덕양구 신원동,236949314.3,"37.670751,126.882260",1,1,1,74,4,29,0,0,0,0,0,0,4,1,0,4,0,37,1,2,11,0,1,0,40,2,0,0
801,경기도 고양시 덕양구 원흥동,198848975.3,"37.646529,126.871978",2,0,0,28,8,17,0,0,0,0,0,0,0,2,0,3,0,56,0,2,7,0,1,0,40,2,0,0
802,경기도 고양시 덕양구 도내동,293894934.4,"37.624087,126.863313",2,1,1,77,6,27,0,0,0,0,1,0,1,1,0,6,0,50,0,1,8,1,0,0,40,2,1,0
803,경기도 고양시 덕양구 성사동,169243932.5,"37.652344,126.844135",2,1,1,80,10,63,0,0,0,0,0,0,1,2,1,5,0,36,1,6,17,1,0,0,40,2,1,0
804,경기도 고양시 덕양구 북한동,0.0,"37.650319,126.967110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,40,2,0,0
805,경기도 고양시 덕양구 효자동,90377142.86,"37.665677,126.952860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,354,3,40,2,0,0
806,경기도 고양시 덕양구 지축동,475246835.8,"37.655954,126.919354",1,1,0,4,6,0,0,0,0,0,0,0,0,1,0,8,0,11,0,1,3,0,14,1,40,2,0,0
807,경기도 고양시 덕양구 오금동,417700000.0,"37.668205,126.902492",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,5,0,40,2,0,0
808,경기도 고양시 덕양구 삼송동,301341708.4,"37.652338,126.890154",0,0,0,33,0,38,0,0,0,0,0,0,0,0,0,5,0,45,2,2,7,0,1,0,40,2,1,0
809,경기도 고양시 덕양구 동산동,335103448.5,"37.643900,126.894571",2,0,1,55,6,15,0,0,0,0,0,0,1,1,0,1,1,68,1,4,5,0,13,0,40,2,0,0
810,경기도 고양시 덕양구 용두동,175266932.3,"37.624606,126.887042",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,2,3,0,20,0,40,2,0,0
811,경기도 고양시 덕양구 벽제동,107199818.1,"37.720984,126.908802",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,3,0,46,0,40,2,0,0
812,경기도 고양시 덕양구 선유동,0.0,"37.684213,126.908033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40,2,0,0
813,경기도 고양시 덕양구 고양동,117002857.1,"37.707562,126.900328",2,1,1,57,8,38,0,0,0,0,0,0,0,0,0,4,0,33,3,3,18,0,14,0,40,2,1,0
814,경기도 고양시 덕양구 대자동,119307730.5,"37.696188,126.887037",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,15,0,10,0,1,6,0,63,0,40,2,0,0
815,경기도 고양시 덕양구 관산동,88273110.0,"37.702135,126.861616",1,1,1,36,6,25,0,0,0,0,0,0,1,0,0,1,0,23,1,0,10,0,37,0,40,2,1,0
816,경기도 고양시 덕양구 내유동,84866259.46,"37.722760,126.850581",1,0,0,11,2,11,0,0,0,0,0,0,0,0,0,1,0,11,1,0,4,0,33,0,40,2,0,0
817,경기도 고양시 덕양구 토당동,153253286.4,"37.623407,126.819931",2,1,1,45,10,40,0,0,0,0,0,0,3,0,0,1,0,45,0,6,20,0,0,0,40,2,0,0
818,경기도 고양시 덕양구 내곡동,156111904.8,"37.640834,126.807530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,3,0,0,0,40,2,0,0
819,경기도 고양시 덕양구 대장동,135770786.5,"37.637569,126.815041",1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,3,0,0,0,40,2,0,0
820,경기도 고양시 덕양구 화정동,211944056.9,"37.638099,126.833358",6,4,2,338,18,166,0,1,0,2,0,0,10,2,0,12,2,100,2,11,20,0,0,0,40,2,1,0
821,경기도 고양시 덕양구 강매동,189847222.2,"37.605248,126.844032",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,40,2,0,0
822,경기도 고양시 덕양구 행주내동,212649305.6,"37.604488,126.824322",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,40,2,0,0
823,경기도 고양시 덕양구 행주외동,123892592.6,"37.603508,126.817387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,2,0,0,0,40,2,0,0
824,경기도 고양시 덕양구 신평동,0.0,"37.624649,126.788164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,2,0,0
825,경기도 고양시 덕양구 행신동,177753046.3,"37.620895,126.838836",10,5,4,262,35,158,0,0,0,1,0,0,9,2,1,10,1,134,4,24,50,1,0,0,40,2,2,0
826,경기도 고양시 덕양구 화전동,131452868.2,"37.605001,126.871217",1,1,0,3,2,2,0,0,0,0,0,0,0,0,0,3,0,13,1,3,4,0,0,0,40,2,1,0
827,경기도 고양시 덕양구 현천동,166403725.1,"37.592510,126.863915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,40,2,0,0
828,경기도 고양시 덕양구 덕은동,158450249.3,"37.589329,126.872981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,1,4,4,0,0,0,40,2,0,0
829,경기도 고양시 덕양구 향동동,369956208.3,"37.600790,126.893293",2,1,1,46,6,25,0,0,0,0,0,0,0,0,0,5,0,8,0,2,0,0,21,0,40,2,0,0
830,경기도 고양시 일산동구 식사동,369406614.8,"37.677984,126.812838",3,1,2,105,10,35,0,1,0,0,0,0,1,2,0,5,0,84,1,6,10,0,6,0,40,2,0,0
831,경기도 고양시 일산동구 중산동,172901362.1,"37.683852,126.786214",5,2,2,122,14,44,0,1,0,0,1,0,4,1,0,8,0,72,1,14,22,0,39,0,40,2,1,0
832,경기도 고양시 일산동구 정발산동,241832373.4,"37.670256,126.778201",2,1,1,75,8,26,0,0,0,0,0,0,4,0,0,0,0,123,0,7,20,0,0,0,40,2,0,0
833,경기도 고양시 일산동구 장항동,330573987.1,"37.644653,126.766178",2,0,0,113,4,141,0,1,2,3,1,0,12,1,0,5,5,200,1,1,10,0,0,0,40,2,1,0
834,경기도 고양시 일산동구 마두동,320291720.1,"37.660864,126.785236",4,3,2,386,14,103,0,1,0,0,0,0,3,2,0,3,0,96,3,6,22,1,0,0,40,2,0,0
835,경기도 고양시 일산동구 백석동,191598465.0,"37.644500,126.786140",3,1,2,71,14,76,0,1,0,2,2,0,3,0,1,4,3,133,1,7,25,0,0,0,40,2,1,0
836,경기도 고양시 일산동구 풍동,215090713.7,"37.666649,126.798331",3,1,2,113,10,42,0,0,0,0,0,0,2,0,0,3,0,63,1,8,20,0,0,0,40,2,1,0
837,경기도 고양시 일산동구 산황동,0.0,"37.651142,126.806115",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,2,0,0
838,경기도 고양시 일산동구 사리현동,109373501.5,"37.698956,126.842244",1,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,6,1,0,6,0,0,0,40,2,0,0
839,경기도 고양시 일산동구 지영동,0.0,"37.716084,126.829241",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,40,2,0,0
840,경기도 고양시 일산동구 설문동,100557946.2,"37.719896,126.806930",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,40,2,0,0
841,경기도 고양시 일산동구 문봉동,103715530.4,"37.702343,126.822118",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,3,0,1,0,40,2,0,0
842,경기도 고양시 일산동구 성석동,114282814.1,"37.704729,126.797077",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,7,0,39,0,40,2,0,0
843,경기도 고양시 일산서구 일산동,205954511.2,"37.685865,126.771783",4,3,2,460,22,112,0,0,0,0,0,1,3,1,0,2,0,74,2,3,50,1,2,0,40,2,0,0
844,경기도 고양시 일산서구 주엽동,243462044.6,"37.671126,126.761620",6,3,2,300,18,177,0,0,1,1,0,0,3,1,0,3,1,53,1,8,37,2,0,0,40,2,1,0
845,경기도 고양시 일산서구 탄현동,199828306.0,"37.694494,126.769864",4,2,1,114,19,73,0,0,0,0,0,0,5,1,0,2,0,56,1,9,24,0,27,0,40,2,1,0
846,경기도 고양시 일산서구 대화동,246281235.6,"37.675936,126.748116",5,3,3,123,14,106,0,1,1,1,2,0,5,0,0,14,2,226,2,8,31,0,0,0,40,2,1,0
847,경기도 고양시 일산서구 덕이동,262620674.5,"37.695744,126.743289",3,1,3,55,10,19,0,0,0,1,0,0,1,1,0,3,4,43,1,3,16,0,0,0,40,2,0,0
848,경기도 고양시 일산서구 가좌동,230562124.1,"37.693249,126.720468",2,1,1,41,6,10,0,0,0,0,0,0,1,0,0,1,0,22,1,0,10,0,0,0,40,2,1,0
849,경기도 고양시 일산서구 구산동,65190625.0,"37.687237,126.699598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,40,2,0,0
850,경기도 고양시 일산서구 법곳동,0.0,"37.667432,126.717564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,40,2,0,0
851,경기도 과천시 관문동,0.0,"37.440388,126.992698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,1,40,1,0,0
852,경기도 과천시 문원동,239286309.3,"37.422793,127.004707",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,9,1,2,5,0,27,0,40,1,0,2
853,경기도 과천시 갈현동,575510186.0,"37.413582,126.982509",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,2,0,13,1,40,1,0,0
854,경기도 과천시 막계동,0.0,"37.434899,127.006906",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,47,0,40,1,0,1
855,경기도 과천시 과천동,344830961.7,"37.450180,127.001355",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,32,0,2,6,0,41,1,40,1,0,3
856,경기도 과천시 주암동,262762758.0,"37.456300,127.029077",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,3,0,6,0,40,1,0,3
857,경기도 과천시 중앙동,717892714.7,"37.431804,126.989329",0,0,0,31,1,16,1,0,0,0,0,0,2,0,0,1,0,19,0,0,4,0,99,1,40,1,1,3
858,경기도 과천시 원문동,548123349.1,"37.422327,126.992135",0,0,0,42,1,15,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,0,0,0,40,1,0,2
859,경기도 과천시 별양동,546479809.9,"37.425667,126.996208",2,1,1,81,4,52,0,0,0,1,0,0,1,0,0,2,0,20,0,0,5,1,0,0,40,1,1,4
860,경기도 과천시 부림동,486064700.0,"37.438203,126.997423",0,0,0,11,1,7,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,40,1,0,1
861,경기도 구리시 갈매동,275385861.0,"37.635713,127.116899",0,0,0,73,3,41,1,0,0,0,0,0,1,0,0,9,0,68,1,6,12,1,23,0,37,3,1,0
862,경기도 구리시 사노동,144640000.0,"37.635604,127.138959",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6,0,6,6,0,0,0,37,3,0,0
863,경기도 구리시 인창동,207473620.9,"37.607493,127.135196",2,2,1,194,22,150,1,1,3,2,1,0,4,1,1,7,5,75,2,20,44,0,23,0,37,3,1,0
864,경기도 구리시 교문동,258694890.4,"37.596617,127.128473",1,2,0,74,20,37,0,1,0,0,0,0,3,0,0,6,0,53,2,14,26,0,18,0,37,3,1,0
865,경기도 구리시 수택동,169354576.6,"37.596337,127.144010",0,0,0,195,2,176,1,0,0,0,0,0,3,1,0,3,0,99,2,14,32,0,0,0,37,3,2,0
866,경기도 구리시 아천동,299381014.3,"37.572559,127.117131",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,2,3,0,22,0,37,3,0,0
867,경기도 구리시 토평동,306255694.2,"37.585945,127.149304",1,2,2,44,4,13,0,0,0,0,0,0,3,0,0,3,0,23,1,8,8,1,0,0,37,3,0,0
868,경기도 남양주시 호평동,180966430.7,"37.658434,127.246894",0,0,0,148,9,82,1,0,0,1,0,0,2,1,2,4,3,103,1,9,27,0,37,0,36,1,1,0
869,경기도 남양주시 평내동,154128024.3,"37.646494,127.236571",0,0,0,147,5,36,0,0,0,0,0,0,3,2,0,4,0,51,1,4,22,0,10,0,36,1,1,0
870,경기도 남양주시 금곡동,96422760.62,"37.633202,127.207735",0,0,0,27,2,34,1,0,0,0,0,0,2,0,0,1,0,30,0,1,21,0,5,0,36,1,1,0
871,경기도 남양주시 일패동,0.0,"37.621238,127.184242",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,36,1,0,0
872,경기도 남양주시 이패동,86760416.67,"37.607393,127.194059",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,3,0,0,0,36,1,0,0
873,경기도 남양주시 삼패동,77002857.14,"37.597384,127.197835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,36,1,0,0
874,경기도 남양주시 수석동,194800000.0,"37.591568,127.174338",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,36,1,0,0
875,경기도 남양주시 지금동,184015694.6,"37.602275,127.168414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,201,0,36,1,0,0
876,경기도 남양주시 도농동,259573842.3,"37.601443,127.152980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,36,1,0,0
877,경기도 남양주시 별내동,256915785.1,"37.659408,127.116765",1,2,2,167,15,89,1,0,0,1,0,0,4,1,0,11,4,148,1,7,34,0,148,0,36,1,1,0
878,경기도 남양주시 다산동,351432793.4,"37.609643,127.159930",6,6,4,356,36,165,1,0,0,1,1,0,2,2,0,22,1,64,1,15,40,0,68,0,36,1,2,0
879,경기도 남양주시 와부읍 덕소리,200734989.7,"37.589783,127.214963",3,2,1,112,14,71,1,0,0,1,0,0,1,1,1,1,0,50,1,4,23,1,105,0,36,1,1,0
880,경기도 남양주시 와부읍 도곡리,236108697.2,"37.580158,127.231643",2,1,1,64,8,22,0,0,0,0,0,0,1,0,0,1,0,23,0,1,13,0,105,0,36,1,0,0
881,경기도 남양주시 와부읍 팔당리,120825000.0,"37.550367,127.243285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,105,0,36,1,0,0
882,경기도 남양주시 와부읍 월문리,41889062.5,"37.605895,127.253909",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,6,0,105,0,36,1,0,0
883,경기도 남양주시 와부읍 율석리,0.0,"37.611794,127.217381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,105,0,36,1,0,0
884,경기도 남양주시 진접읍 장현리,107289164.8,"37.722554,127.182736",2,2,1,58,10,60,0,1,0,0,0,0,2,2,2,2,0,51,1,4,19,0,47,0,36,1,1,0
885,경기도 남양주시 진접읍 내각리,73186975.61,"37.705220,127.164676",1,0,0,7,2,8,0,0,0,0,0,0,1,0,0,0,0,8,0,0,7,0,47,0,36,1,0,0
886,경기도 남양주시 진접읍 내곡리,206000000.0,"37.681575,127.157780",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,47,0,36,1,0,0
887,경기도 남양주시 진접읍 연평리,153267298.1,"37.696615,127.178172",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,4,0,47,0,36,1,0,0
888,경기도 남양주시 진접읍 부평리,130623777.9,"37.749896,127.197586",1,0,0,16,4,4,0,0,0,0,0,0,0,0,0,1,0,12,0,1,11,1,47,0,36,1,0,0
889,경기도 남양주시 진접읍 팔야리,50359682.46,"37.749632,127.217299",1,0,0,2,4,7,0,0,0,0,0,0,0,0,0,2,0,10,0,0,4,0,47,0,36,1,0,0
890,경기도 남양주시 진접읍 진벌리,122603944.9,"37.739592,127.223391",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,3,0,47,0,36,1,0,0
891,경기도 남양주시 진접읍 금곡리,165974060.4,"37.720182,127.206285",4,2,1,105,12,52,1,0,0,0,0,0,1,0,0,8,1,42,1,7,17,0,47,0,36,1,1,0
892,경기도 남양주시 화도읍 마석우리,134720879.6,"37.656327,127.307680",3,2,1,72,6,72,2,0,0,1,0,0,3,0,0,1,1,55,0,4,19,1,86,0,36,1,0,0
893,경기도 남양주시 화도읍 묵현리,88913174.8,"37.660181,127.286849",1,1,0,23,10,9,0,0,0,0,0,0,1,0,0,3,0,27,0,2,21,0,86,0,36,1,1,0
894,경기도 남양주시 화도읍 가곡리,87258742.45,"37.685389,127.304776",1,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,86,0,36,1,0,0
895,경기도 남양주시 화도읍 구암리,63469656.49,"37.670223,127.368086",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,86,0,36,1,0,0
896,경기도 남양주시 화도읍 금남리,123344738.6,"37.638246,127.355363",1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,3,0,86,0,36,1,0,0
897,경기도 남양주시 화도읍 답내리,155960852.8,"37.661430,127.346903",1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,86,0,36,1,0,0
898,경기도 남양주시 화도읍 월산리,163899285.0,"37.654822,127.331213",1,1,1,14,2,3,0,0,0,0,0,0,0,0,0,4,0,10,0,0,6,0,86,0,36,1,0,0
899,경기도 남양주시 화도읍 창현리,119432631.5,"37.643341,127.310304",2,1,0,41,10,30,0,1,0,0,0,0,0,0,1,2,0,28,1,8,18,0,86,0,36,1,1,0
900,경기도 남양주시 화도읍 녹촌리,147971191.0,"37.647621,127.286811",1,0,1,10,2,7,0,0,0,0,0,0,0,0,0,2,0,10,0,3,11,0,86,0,36,1,0,0
901,경기도 남양주시 화도읍 차산리,144628123.4,"37.627635,127.301211",1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,6,0,86,0,36,1,0,0
902,경기도 남양주시 진건읍 사능리,53858645.37,"37.651229,127.188220",1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,8,1,1,6,0,20,0,36,1,1,0
903,경기도 남양주시 진건읍 배양리,0.0,"37.635524,127.175247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,20,0,36,1,0,0
904,경기도 남양주시 진건읍 진관리,97760649.47,"37.649256,127.161790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,7,0,20,0,36,1,0,0
905,경기도 남양주시 진건읍 신월리,112314139.9,"37.666239,127.164111",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,20,0,36,1,0,0
906,경기도 남양주시 진건읍 용정리,94762254.59,"37.667397,127.184202",1,0,0,27,4,26,1,0,0,0,0,0,0,0,0,1,0,16,0,0,17,1,20,0,36,1,0,0
907,경기도 남양주시 진건읍 송능리,47236699.75,"37.663472,127.203980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,20,0,36,1,0,0
908,경기도 남양주시 오남읍 양지리,128516824.1,"37.702425,127.196084",2,2,1,35,6,27,1,1,0,0,0,0,2,0,0,2,0,33,1,1,12,0,47,0,36,1,0,0
909,경기도 남양주시 오남읍 팔현리,0.0,"37.692454,127.243034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,47,0,36,1,0,0
910,경기도 남양주시 오남읍 오남리,103115121.8,"37.688980,127.209197",2,1,0,49,8,34,1,1,0,1,0,0,0,1,2,3,0,39,0,2,31,0,47,0,36,1,1,0
911,경기도 남양주시 퇴계원읍 퇴계원리,193537739.7,0,1,1,1,41,8,47,1,0,0,0,0,0,1,0,0,1,0,8,1,3,23,0,12,0,36,1,1,0
912,경기도 남양주시 별내면 청학리,132820904.5,"37.708633,127.116579",1,1,1,33,6,22,1,0,0,0,0,0,2,0,0,2,0,20,1,6,12,0,151,0,36,1,1,0
913,경기도 남양주시 별내면 용암리,0.0,"37.727906,127.131852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,151,0,36,1,0,0
914,경기도 남양주시 별내면 광전리,0.0,"37.691025,127.129672",0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,2,0,151,0,36,1,0,0
915,경기도 남양주시 수동면 운수리,47790597.93,"37.703897,127.325193",0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,70,0,36,1,0,0
916,경기도 남양주시 수동면 지둔리,70437500.0,"37.717996,127.303143",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,70,0,36,1,0,0
917,경기도 남양주시 수동면 수산리,29643396.23,"37.730561,127.278888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,70,0,36,1,0,0
918,경기도 남양주시 수동면 내방리,39297718.63,"37.749943,127.287118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,70,0,36,1,0,0
919,경기도 남양주시 수동면 외방리,35416079.3,"37.735428,127.309898",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,70,0,36,1,0,0
