address,공시가격,좌표,초등학교,중학교,고등학교,유치원,학원,병원,약국,보건소,헬스장,체육관,수영장,영화관,카페,공원,놀이터,도서관,백화점,대형마트,복합쇼핑센터,시장,사회복지관,경로당,어린이집
경기도 수원시 팔달구 팔달로2가,151543478.3,"37.278483,127.016998",0,0,0,0,6,19,9,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0
경기도 수원시 팔달구 팔달로3가,46190625,"37.276243,127.016038",0,0,0,0,5,13,5,0,0,0,0,3,11,0,0,0,0,0,0,0,0,1,0
경기도 수원시 팔달구 남창동,54560467.25,"37.279340,127.014401",1,0,0,1,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1
경기도 수원시 팔달구 영동,45109944.75,"37.276173,127.018257",0,0,0,0,0,6,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0
경기도 수원시 팔달구 중동,133658677.7,"37.273755,127.016546",0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
경기도 수원시 팔달구 구천동,69105985.04,"37.273660,127.017893",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
경기도 수원시 팔달구 남수동,75101898.73,"37.282371,127.020778",0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0
경기도 수원시 팔달구 매향동,60525770.17,"37.285238,127.021478",1,2,3,1,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1
경기도 수원시 팔달구 북수동,60198762.52,"37.285976,127.016430",0,0,0,0,9,4,3,0,0,0,0,0,24,1,0,0,0,0,0,0,0,1,0
경기도 수원시 팔달구 신풍동,55626285.71,"37.284288,127.012659",0,0,0,0,9,2,1,0,0,0,0,0,26,1,0,1,0,0,0,0,0,2,0
경기도 수원시 팔달구 장안동,45879655.17,"37.286093,127.012585",0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
경기도 수원시 팔달구 교동,102650320.9,"37.270076,127.012561",0,0,0,0,23,4,2,0,0,0,0,0,18,0,1,1,0,0,0,0,0,1,0
경기도 수원시 팔달구 매교동,102087062.5,"37.267990,127.016044",0,0,0,0,6,1,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0
경기도 수원시 팔달구 매산로1가,78309028.37,"37.267697,127.001366",0,0,0,0,29,39,15,0,0,0,0,4,53,0,0,0,1,0,1,1,0,1,0
경기도 수원시 팔달구 매산로2가,164539342.5,"37.267961,127.005292",0,0,0,0,38,16,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
경기도 수원시 팔달구 매산로3가,100010268.5,"37.268421,127.008578",1,0,0,1,16,2,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,1
경기도 수원시 팔달구 고등동,86845137.32,"37.273725,127.005186",1,0,1,3,32,2,2,0,0,0,0,0,22,1,2,0,0,0,0,0,0,2,3
경기도 수원시 팔달구 화서동,182532166.7,"37.281155,126.998921",5,5,3,6,157,74,25,0,3,0,1,0,54,5,15,1,0,0,0,0,0,25,6
경기도 수원시 팔달구 지동,70852577.02,"37.280543,127.024628",1,0,0,2,28,17,6,0,0,0,0,0,13,1,1,0,0,0,0,0,0,7,2
경기도 수원시 팔달구 우만동,149476394.4,"37.284776,127.032053",3,1,2,5,107,56,18,0,3,0,0,0,61,0,7,1,0,0,0,0,1,17,5
경기도 수원시 팔달구 인계동,153785874.6,"37.269442,127.025008",2,0,1,3,109,177,43,0,10,0,0,2,130,3,6,1,0,2,2,0,0,15,3
경기도 수원시 영통구 매탄동,207357928.2,"37.266125,127.047474",8,6,3,14,298,109,36,0,8,0,1,0,110,6,18,2,0,0,0,0,0,38,14
경기도 수원시 영통구 원천동,252226012.8,"37.270674,127.055251",5,3,1,8,68,33,18,0,1,0,0,0,75,2,4,0,0,1,0,0,0,10,8
경기도 수원시 영통구 이의동,548549975.5,"37.297806,127.048455",3,3,2,5,210,74,22,0,3,0,2,1,218,9,5,2,0,1,2,0,0,22,5
경기도 수원시 영통구 하동,345901295.3,"37.292083,127.070000",1,0,1,2,45,20,5,0,0,0,1,1,65,2,2,1,1,0,0,0,0,8,2
경기도 수원시 영통구 영통동,218392322.9,"37.252109,127.074216",8,5,4,14,427,157,42,0,6,0,0,3,128,12,14,2,0,2,0,0,0,30,14
경기도 수원시 영통구 신동,375019548.9,"37.248964,127.049703",0,0,0,2,18,4,3,0,2,0,1,0,32,1,2,0,0,1,0,0,0,3,0
경기도 수원시 영통구 망포동,261269673.9,"37.241534,127.055833",4,2,1,6,222,64,19,0,4,0,1,0,37,6,10,2,0,0,0,0,0,16,6
경기도 성남시 수정구 신흥동,255568829.2,"37.443609,127.144521",2,1,0,2,72,117,33,0,3,0,0,1,69,1,0,3,0,0,0,2,0,13,2
경기도 성남시 수정구 태평동,140972655.1,"37.446348,127.134091",5,1,0,4,77,87,44,0,2,0,0,0,64,1,0,3,0,0,1,1,0,22,4
경기도 성남시 수정구 수진동,213104712.1,"37.437961,127.133454",2,2,1,3,40,53,18,0,1,0,0,0,32,1,0,2,0,0,0,0,0,10,3
경기도 성남시 수정구 단대동,160190682.1,"37.454196,127.157859",1,2,1,1,27,16,6,0,0,0,0,0,11,2,1,1,0,0,0,0,0,9,1
경기도 성남시 수정구 산성동,104975545.1,"37.454838,127.152506",1,1,0,1,8,7,5,0,0,0,0,0,11,2,0,1,0,0,0,0,1,3,1
경기도 성남시 수정구 양지동,122989832.7,"37.458990,127.163383",1,0,0,0,18,12,2,0,0,0,0,0,13,1,0,2,0,0,0,0,0,2,0
경기도 성남시 수정구 복정동,72196381.83,"37.460252,127.130331",1,0,1,1,6,6,2,0,2,0,0,0,54,0,5,2,0,0,0,0,0,4,1
경기도 성남시 수정구 창곡동,534064564.5,"37.467073,127.142925",4,2,1,8,276,105,20,0,2,0,2,1,120,2,2,1,0,0,0,0,2,14,8
경기도 성남시 수정구 신촌동,286666666.7,"37.459085,127.104873",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
경기도 성남시 수정구 오야동,500537313.4,"37.454392,127.104103",0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0
경기도 성남시 수정구 심곡동,404088888.9,"37.449754,127.100496",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0
경기도 성남시 수정구 고등동,409651685,"37.431687,127.100366",1,0,0,1,5,4,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0
경기도 성남시 수정구 상적동,374654761.9,"37.430082,127.074708",0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,3,0
경기도 성남시 수정구 둔전동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 성남시 수정구 시흥동,453494070.8,"37.421033,127.103784",0,0,0,0,0,2,1,0,0,0,0,1,21,1,0,1,0,0,1,0,0,2,0
경기도 성남시 수정구 금토동,135924403.7,"37.409711,127.086777",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0
경기도 성남시 수정구 사송동,142408906.3,"37.416149,127.113217",0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0
경기도 성남시 중원구 성남동,158199970.8,"37.433173,127.136241",1,3,5,2,69,89,17,0,4,0,0,2,90,2,1,2,0,0,0,0,0,6,2
경기도 성남시 중원구 금광동,144308621.5,"37.447517,127.162856",4,4,1,4,89,56,22,0,2,0,0,0,45,2,0,2,0,0,0,1,1,12,4
경기도 성남시 중원구 은행동,119300001.9,"37.455958,127.167476",3,1,0,4,42,40,17,0,1,0,0,0,18,13,2,1,0,0,0,0,0,13,4
경기도 성남시 중원구 상대원동,120492391.9,"37.437480,127.161437",4,0,0,4,39,67,23,0,3,0,0,0,66,1,0,2,0,0,0,0,0,18,4
경기도 성남시 중원구 여수동,437509643.1,"37.418934,127.130367",1,0,0,1,26,12,3,0,0,0,0,0,30,3,4,0,0,0,0,0,0,4,1
경기도 성남시 중원구 도촌동,230693311.6,"37.415907,127.151547",1,1,0,2,38,10,3,0,1,0,0,0,9,3,5,1,0,0,0,0,1,9,2
경기도 성남시 중원구 갈현동,192805555.6,"37.422330,127.170348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 성남시 중원구 하대원동,205114843.4,"37.429135,127.145980",2,1,1,2,38,10,5,0,0,0,0,0,10,2,1,1,0,0,0,1,0,9,2
경기도 성남시 중원구 중앙동,261767746.9,"37.441296,127.152721",1,0,0,1,19,35,12,0,1,0,0,0,25,1,1,2,0,0,0,0,0,6,1
경기도 성남시 분당구 분당동,414292495.2,"37.369612,127.143218",2,1,1,4,26,5,3,0,2,0,1,0,14,3,6,0,0,0,0,0,0,12,4
경기도 성남시 분당구 수내동,524851342.6,"37.367768,127.125466",3,3,2,7,414,100,26,0,5,0,1,0,102,4,5,1,1,0,0,4,0,11,7
경기도 성남시 분당구 정자동,496019062.4,"37.365603,127.115700",7,4,4,13,455,144,33,0,7,0,3,0,161,4,9,4,0,1,0,0,1,32,13
경기도 성남시 분당구 율동,244483091.8,"37.384135,127.151407",0,0,0,0,1,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,1,0
경기도 성남시 분당구 서현동,465992841.5,"37.381670,127.133860",4,2,2,5,303,186,49,0,7,0,1,2,178,1,10,2,2,0,0,4,0,13,5
경기도 성남시 분당구 이매동,491166050.2,"37.396615,127.131075",3,3,3,6,189,34,10,0,4,0,1,0,37,2,7,0,0,0,0,0,0,18,6
경기도 성남시 분당구 야탑동,328138005,"37.410279,127.136318",5,2,4,10,175,126,44,0,5,1,1,1,103,5,18,3,3,1,0,1,1,34,10
경기도 성남시 분당구 판교동,578648445.2,"37.394576,127.096291",2,2,1,4,66,19,7,0,0,0,0,0,33,2,6,1,0,0,0,0,1,14,4
경기도 성남시 분당구 삼평동,536594341.6,"37.401561,127.108654",2,1,1,3,67,83,19,0,3,0,1,0,125,4,7,0,0,1,0,0,0,10,3
경기도 성남시 분당구 백현동,561350639.6,"37.384354,127.108486",2,2,2,4,49,25,7,0,1,0,0,1,93,2,4,2,1,0,0,0,0,12,4
경기도 성남시 분당구 금곡동,347363023.2,"37.358612,127.100791",1,1,1,4,97,92,22,0,3,0,1,0,39,0,4,0,0,0,0,0,2,14,4
경기도 성남시 분당구 궁내동,259718311.5,"37.370623,127.099108",0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0
경기도 성남시 분당구 동원동,141770931.2,"37.349816,127.091839",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
경기도 성남시 분당구 구미동,331751377,"37.343651,127.115831",4,2,1,9,149,91,28,0,4,0,2,1,100,6,14,4,0,2,0,0,0,25,9
경기도 성남시 분당구 운중동,552303857.7,"37.391427,127.074391",2,1,1,3,57,25,7,0,1,0,0,0,54,6,4,1,0,0,0,0,0,14,3
경기도 성남시 분당구 대장동,124308238.8,"37.367122,127.064956",0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
경기도 성남시 분당구 석운동,0,"37.373276,127.045830",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
경기도 성남시 분당구 하산운동,0,"37.378865,127.077497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 의정부시 의정부동,86879997.13,"37.739252,127.046582",2,0,1,5,111,182,60,1,1,0,0,6,207,8,5,5,1,0,0,1,0,16,5
경기도 의정부시 호원동,157601440.3,"37.716114,127.044535",1,2,1,9,179,84,25,0,5,0,1,0,66,2,4,2,0,0,0,0,0,50,9
경기도 의정부시 장암동,133185793,"37.710085,127.057079",0,0,0,4,37,12,4,0,1,0,1,0,21,1,2,1,0,1,0,0,1,11,0
경기도 의정부시 신곡동,137972524.6,"37.737627,127.061470",0,0,0,13,245,56,23,0,4,0,0,0,95,10,9,3,0,0,0,0,0,44,0
경기도 의정부시 용현동,112661981.8,"37.734503,127.083209",1,1,1,5,41,37,14,0,1,0,1,0,32,4,3,1,0,2,0,0,0,16,5
경기도 의정부시 민락동,149544191.7,"37.742292,127.094631",0,0,0,11,217,56,18,0,3,0,2,6,122,14,12,2,0,2,0,0,0,22,0
경기도 의정부시 낙양동,160132892.3,"37.754971,127.104830",0,0,0,1,25,10,4,0,1,0,1,0,19,3,3,0,0,0,0,0,0,13,0
경기도 의정부시 자일동,0,"37.767042,127.101096",0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0
경기도 의정부시 금오동,137327430,"37.752577,127.062188",0,0,0,3,70,44,25,0,2,0,0,0,34,6,3,1,0,1,0,0,0,19,0
경기도 의정부시 가능동,114502056.5,"37.747793,127.035703",0,0,0,4,66,31,16,0,1,0,0,0,71,0,8,3,0,0,0,0,0,21,0
경기도 의정부시 녹양동,129234333.5,"37.759500,127.035134",0,0,0,3,49,20,12,0,0,0,0,0,25,4,3,2,0,0,0,0,0,18,0
경기도 의정부시 고산동,0,"37.728689,127.104664",2,0,0,1,9,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,3,1
경기도 의정부시 산곡동,0,"37.719621,127.106262",0,0,0,1,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0
경기도 안양시 만안구 안양동,158864527.4,"37.394613,126.921797",8,6,10,17,254,206,80,0,7,0,0,3,297,11,16,2,1,0,1,1,2,57,17
경기도 안양시 만안구 석수동,193490240,"37.414494,126.907113",5,2,1,7,112,43,19,0,5,0,0,0,83,7,9,1,0,0,0,0,0,30,8
경기도 안양시 만안구 박달동,170894518.9,"37.404256,126.905354",2,1,1,3,73,32,9,0,0,0,0,0,39,1,5,1,0,0,0,0,0,21,3
경기도 안양시 동안구 비산동,217265088.5,"37.404220,126.946599",7,3,2,14,164,102,28,0,5,0,1,0,117,7,11,1,0,1,1,0,2,29,13
경기도 안양시 동안구 관양동,193886516.3,"37.403080,126.965817",6,4,3,11,167,169,54,0,14,0,1,2,254,6,19,2,0,1,0,0,0,25,11
경기도 안양시 동안구 평촌동,331488731.5,"37.387395,126.968205",6,2,2,9,424,62,17,0,3,0,2,0,72,2,8,1,0,0,0,0,0,29,9
경기도 안양시 동안구 호계동,264957898.2,"37.377235,126.955595",7,6,2,13,468,214,55,0,9,0,0,2,216,10,19,2,0,0,3,0,3,51,13
경기도 부천시 원미동,131440264,"37.493493,126.789999",0,0,0,6,43,44,18,0,3,0,1,0,17,2,3,1,0,0,0,0,1,8,0
경기도 부천시 심곡동,105364959.8,"37.489250,126.780527",2,0,0,4,79,59,25,0,6,0,0,6,109,0,6,2,0,0,1,0,0,11,4
경기도 부천시 춘의동,127193875.8,"37.502888,126.787057",0,0,0,0,14,6,4,0,2,1,0,0,11,1,0,0,0,0,0,0,1,9,0
경기도 부천시 도당동,100185500.9,"37.512779,126.784505",0,0,0,4,41,17,9,0,0,0,0,0,36,1,3,2,0,0,0,0,0,6,0
경기도 부천시 약대동,252555875.9,"37.512976,126.770354",2,0,0,2,28,5,3,0,0,0,0,0,15,1,6,1,0,0,0,0,0,9,2
경기도 부천시 소사동,101335553.9,"37.484634,126.794139",0,0,0,1,8,4,8,0,0,0,0,0,5,0,1,1,0,0,0,0,0,4,0
경기도 부천시 역곡동,164735974.4,"37.487833,126.809881",1,1,1,4,70,50,15,0,0,0,0,0,30,1,5,1,0,0,0,0,0,17,4
경기도 부천시 중동,240728978.4,"37.496645,126.769864",7,8,8,27,482,256,66,1,12,0,4,3,160,15,23,7,2,1,2,0,2,54,27
경기도 부천시 상동,271908794.3,"37.495752,126.755957",2,5,5,19,457,172,45,0,5,0,1,4,125,7,14,5,0,1,3,0,1,45,19
경기도 부천시 소사본동,186546568,"37.475229,126.795610",1,2,1,7,95,49,30,1,3,0,1,0,51,4,12,3,0,0,0,0,1,30,6
경기도 부천시 심곡본동,121372233.8,"37.480286,126.779760",0,0,0,3,51,68,26,0,3,0,0,0,42,3,5,2,0,0,2,0,1,15,0
경기도 부천시 범박동,289669472,"37.469972,126.811545",0,0,0,5,74,13,4,0,0,0,0,0,13,3,2,1,0,0,0,0,0,7,0
경기도 부천시 괴안동,128062231.9,"37.481759,126.811887",0,0,0,6,61,63,22,0,5,0,1,2,25,3,3,1,0,1,0,0,0,23,0
경기도 부천시 송내동,184054547.1,"37.482644,126.763662",1,3,3,7,101,39,15,0,2,0,0,0,60,2,13,1,0,0,0,0,0,31,7
경기도 부천시 옥길동,292237930.4,"37.469235,126.822368",1,1,0,4,116,24,8,0,2,0,0,2,42,8,0,0,0,0,1,0,0,10,3
경기도 부천시 계수동,171192982.5,"37.465567,126.809248",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
경기도 부천시 오정동,128268001.7,"37.526888,126.787092",1,1,1,6,31,19,9,1,1,0,0,0,13,3,4,3,0,0,0,0,0,13,6
경기도 부천시 여월동,168061081.6,"37.517230,126.799237",0,0,0,3,37,5,5,0,1,0,0,0,13,4,4,0,0,1,0,0,0,11,0
경기도 부천시 작동,101764594.4,"37.514010,126.812980",0,0,0,2,6,5,2,0,0,0,0,0,14,0,10,1,0,0,0,0,0,5,0
경기도 부천시 원종동,113344074.8,"37.524119,126.805489",1,0,1,6,88,78,32,0,3,0,0,0,31,1,3,0,0,0,0,0,0,28,6
경기도 부천시 고강동,89118926.28,"37.526944,126.818439",1,1,1,4,47,39,16,0,3,0,2,0,23,4,2,2,0,0,0,0,1,24,4
경기도 부천시 대장동,271875000,"37.542774,126.781136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
경기도 부천시 삼정동,106246205.1,"37.520509,126.769712",1,0,0,1,8,14,7,0,0,0,0,0,22,0,2,2,0,0,0,0,1,7,1
경기도 부천시 내동,101546423.4,"37.520545,126.779995",0,0,0,0,3,8,3,0,1,0,0,0,8,0,5,0,0,0,0,0,0,4,0
경기도 광명시 광명동,132925249.4,"37.478468,126.855618",0,0,0,8,165,122,38,1,2,0,1,1,78,2,14,1,0,0,0,0,1,25,0
경기도 광명시 철산동,271093788.3,"37.480629,126.864415",1,3,2,8,236,117,30,0,5,0,1,1,71,4,7,2,0,0,2,0,1,24,8
경기도 광명시 하안동,194716284.9,"37.458829,126.871435",0,0,0,15,223,85,26,1,2,0,2,1,70,11,17,1,0,0,1,0,1,18,0
경기도 광명시 소하동,203876024.6,"37.441050,126.881313",1,3,5,7,170,71,19,0,4,0,1,0,94,11,16,1,0,1,0,0,0,34,8
경기도 광명시 노온사동,0,"37.440118,126.847061",0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0
경기도 광명시 일직동,642367350.4,"37.419540,126.885214",0,0,0,1,55,18,8,0,0,0,1,2,70,2,2,0,0,1,3,0,0,6,0
경기도 광명시 가학동,0,"37.414405,126.857614",0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,5,0
경기도 광명시 옥길동,0,"37.467225,126.836180",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
경기도 평택시 서정동,79080992.58,"37.067689,127.054439",0,0,0,6,64,57,22,1,1,0,1,1,71,4,12,1,0,0,0,0,0,19,0
경기도 평택시 장당동,141913128.3,"37.048085,127.061838",0,0,0,1,14,1,1,0,1,0,0,0,8,2,4,1,0,1,0,0,0,7,0
경기도 평택시 모곡동,30333521.13,"37.034231,127.075315",0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0
경기도 평택시 칠괴동,127594801.6,"37.029041,127.087288",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0
경기도 평택시 칠원동,112768471.2,"37.026971,127.107285",1,0,0,1,17,3,1,0,0,0,0,0,6,7,6,1,0,0,0,0,0,4,1
경기도 평택시 도일동,0,"37.052892,127.107518",0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,5,0
경기도 평택시 가재동,119768137.9,"37.043855,127.083905",0,0,0,1,5,0,0,0,1,0,0,0,3,5,3,0,0,0,0,0,0,4,0
경기도 평택시 장안동,186430638,"37.057133,127.084509",0,0,0,0,10,0,1,0,1,0,0,0,8,4,4,0,0,0,0,0,0,2,0
경기도 평택시 이충동,115170238.3,"37.056426,127.064162",0,0,0,8,78,29,7,0,5,2,0,0,27,5,4,0,0,0,0,0,1,16,0
경기도 평택시 지산동,91641577.33,"37.078415,127.065296",0,0,0,7,31,29,15,0,1,0,0,0,39,2,7,1,0,0,0,0,0,19,0
경기도 평택시 독곡동,97343823,"37.086037,127.065179",0,0,0,0,18,2,2,0,0,0,0,0,7,1,2,0,0,0,0,0,0,8,0
경기도 평택시 신장동,83127331.47,"37.079954,127.051661",0,0,0,1,4,16,12,0,0,0,0,0,34,4,0,0,0,0,0,0,0,6,0
경기도 평택시 평택동,139645118.9,"36.991453,127.085275",0,0,0,1,33,84,27,0,0,0,0,2,76,0,2,0,0,0,2,0,0,6,0
경기도 평택시 통복동,92988029.05,"36.995843,127.082716",0,0,0,2,8,27,15,0,0,0,0,0,17,5,3,0,0,0,0,0,0,9,0
경기도 평택시 군문동,90859486.19,"36.985567,127.085954",0,0,0,2,4,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,3,0
경기도 평택시 유천동,23757812.5,"36.974772,127.111546",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0
경기도 평택시 합정동,93661454.3,"36.989956,127.101656",1,0,1,2,87,31,20,0,1,1,0,0,37,0,12,0,0,1,0,0,1,12,2
경기도 평택시 비전동,117977211.5,"36.997315,127.100913",2,6,6,13,241,87,25,1,4,0,3,2,141,17,20,2,0,1,1,0,0,44,13
경기도 평택시 동삭동,155636190.6,"37.011998,127.093603",2,0,0,4,34,18,7,0,1,0,0,0,20,15,13,0,0,0,0,0,0,12,2
경기도 평택시 세교동,100233959.4,"37.005684,127.077921",0,0,0,4,40,16,9,0,1,0,0,0,21,8,15,1,0,0,0,0,0,15,0
경기도 평택시 지제동,68941666.67,"37.018511,127.062608",0,0,0,0,3,1,2,0,0,0,0,0,9,2,2,0,0,1,0,0,0,3,0
경기도 평택시 신대동,29241771.02,"36.999908,127.066902",0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,4,0
경기도 평택시 소사동,200357019.5,"36.986184,127.124837",0,0,0,1,8,0,1,0,0,0,0,0,7,5,5,0,0,0,0,0,0,2,0
경기도 평택시 용이동,181964455.7,"36.998231,127.138362",0,0,0,5,100,22,6,0,4,0,0,0,67,10,10,0,0,0,0,0,0,17,0
경기도 평택시 월곡동,0,"37.024023,127.135956",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
경기도 평택시 청룡동,60292500,"37.024958,127.125027",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
경기도 평택시 죽백동,194647902.3,"37.010559,127.125783",0,0,0,3,13,0,0,0,0,0,0,0,19,4,5,1,0,0,0,0,0,6,0
경기도 평택시 고덕동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 평택시 팽성읍 객사리,46998591.85,"36.965747,127.061921",1,0,0,2,4,4,2,0,0,1,0,0,12,1,1,0,0,0,0,0,0,6,2
경기도 평택시 팽성읍 남산리,65038164.94,"36.955469,127.061631",0,0,0,0,1,0,0,1,0,0,0,0,8,3,0,0,0,0,0,0,0,5,0
경기도 평택시 팽성읍 추팔리,55662962.96,"36.962837,127.075577",0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,0
경기도 평택시 팽성읍 노와리,368418269.2,"36.952948,127.090467",0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,3,0
경기도 평택시 팽성읍 평궁리,40352147.24,"36.972248,127.086359",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
경기도 평택시 팽성읍 신궁리,0,"36.980909,127.072989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
경기도 평택시 팽성읍 두리,226243119.3,"36.973719,127.063916",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0
경기도 평택시 팽성읍 신호리,279686520.4,"36.981798,127.053202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 평택시 팽성읍 근내리,153402675.3,"36.973822,127.050944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경기도 평택시 팽성읍 석봉리,0,"36.984234,127.044382",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
경기도 평택시 팽성읍 원정리,180581658.3,"36.973991,127.042230",0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0
경기도 평택시 팽성읍 도두리,0,"36.957043,127.006405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 평택시 팽성읍 함정리,0,"36.953244,127.014589",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
경기도 평택시 팽성읍 신대리,0,"36.947955,127.002450",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0
경기도 평택시 팽성읍 본정리,111475220.6,"36.947885,127.013629",0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0
경기도 평택시 팽성읍 노양리,164500000,"36.938670,126.999427",0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0
경기도 평택시 팽성읍 노성리,0,"36.932945,127.028458",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0
경기도 평택시 팽성읍 두정리,68920720.72,"36.943885,127.030751",0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
경기도 평택시 팽성읍 석근리,223490909.1,"36.939171,127.050639",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
경기도 평택시 팽성읍 대사리,194151923.1,"36.944513,127.065178",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
경기도 평택시 팽성읍 안정리,80373286.37,"36.961577,127.046155",0,0,0,0,3,15,4,0,0,0,0,0,14,2,4,1,0,0,0,0,0,7,0
경기도 평택시 팽성읍 동창리,391551282.1,"36.971094,127.035707",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
경기도 평택시 팽성읍 내리,0,"36.973648,127.027661",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
경기도 평택시 팽성읍 대추리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 평택시 팽성읍 송화리,102701568,"36.955134,127.050645",2,1,1,2,12,4,2,0,0,0,0,0,6,4,3,0,0,0,0,0,0,7,3
경기도 평택시 안중읍 안중리,46628352.7,"36.987652,126.932275",1,0,1,2,3,21,13,0,0,0,0,0,40,3,3,0,0,0,0,0,0,5,2
경기도 평택시 안중읍 학현리,43127560.47,"36.995120,126.921023",0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,2,0
